Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z
CAL	CAL	CAL	CAL
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)
2856711,975	10,921	-0,911	-3,901
2856716,858	10,832	-0,931	-3,851
2856721,741	10,871	-1,000	-3,792
2856726,624	10,931	-1,000	-3,921
2856731,506	10,901	-1,149	-3,861
2856736,389	10,723	-1,069	-3,772
2856741,272	10,822	-1,069	-3,644
2856746,155	10,891	-1,149	-3,762
2856751,038	10,891	-0,990	-3,792
2856755,920	10,911	-1,050	-3,851
2856760,803	10,990	-1,020	-3,931
2856765,686	10,881	-1,010	-3,871
2856770,569	10,941	-1,050	-3,782
2856775,452	10,931	-1,109	-3,703
2856780,334	10,941	-1,030	-3,851
2856785,217	10,822	-1,000	-3,772
2856790,100	10,871	-1,000	-3,792
2856794,983	10,931	-1,059	-3,851
2856799,866	10,921	-1,010	-3,822
2856804,749	10,842	-0,911	-3,881
2856809,631	10,851	-1,079	-3,752
2856814,514	10,901	-1,010	-3,921
2856819,397	10,861	-1,079	-3,743
2856824,280	10,901	-1,129	-3,752
2856829,163	10,980	-1,208	-3,812
2856834,045	10,822	-1,040	-3,752
2856838,928	10,861	-1,030	-3,921
2856843,811	10,851	-1,178	-3,693
2856848,694	10,851	-1,149	-3,911
2856853,577	10,743	-1,000	-3,782
2856858,459	11,059	-1,000	-3,891
2856863,342	10,881	-1,089	-3,931
2856868,225	10,822	-1,059	-3,891
2856873,108	10,822	-0,960	-3,861
2856877,991	11,059	-1,069	-3,772
2856882,874	10,851	-1,050	-3,812
2856887,756	10,960	-1,119	-3,693
2856892,639	10,950	-1,010	-3,812
2856897,522	10,861	-0,990	-3,851
2856902,405	10,871	-0,911	-3,832
2856907,288	10,614	-1,228	-3,970
2856912,170	10,832	-1,158	-3,792
2856917,053	10,990	-1,010	-3,851
2856921,936	10,901	-1,089	-3,871
2856926,819	10,842	-1,000	-3,822
2856931,702	10,842	-1,149	-3,693
2856936,584	10,752	-1,129	-3,772
2856941,467	10,941	-1,020	-3,881
2856946,350	10,871	-1,089	-3,851
2856951,233	10,881	-1,139	-3,881
2856956,116	10,832	-1,010	-3,921
2856960,999	10,990	-1,010	-3,832
2856965,881	10,901	-0,941	-3,792
2856970,764	10,891	-0,960	-3,822
2856975,647	10,851	-1,089	-3,851
2856980,530	10,891	-1,069	-3,871
2856985,413	10,901	-0,970	-3,990
2856990,295	10,891	-1,099	-3,901
2856995,178	10,980	-1,119	-3,901
2857000,061	11,455	-0,782	-3,554
2857004,944	10,931	-0,931	-3,604
2857009,827	10,851	-1,059	-3,851
2857014,709	10,960	-1,119	-3,812
2857019,592	10,950	-0,564	-3,554
2857024,475	10,911	-1,010	-3,752
2857029,358	10,941	-0,990	-3,723
2857034,241	10,931	-1,198	-3,752
2857039,124	10,871	-1,040	-3,792
2857044,006	10,861	-0,980	-3,812
2857048,889	10,960	-0,921	-3,683
2857053,772	10,980	-1,050	-4,010
2857058,655	10,851	-1,030	-3,871
2857063,538	11,040	-1,059	-3,960
2857068,420	10,950	-1,079	-3,802
2857073,303	10,851	-1,248	-3,792
2857078,186	10,871	-1,188	-3,802
2857083,069	10,802	-1,099	-3,871
2857087,952	10,871	-1,000	-3,861
2857092,834	10,881	-1,069	-3,743
2857097,717	10,881	-1,020	-3,871
2857102,600	10,921	-1,059	-3,743
2857107,483	10,960	-1,069	-3,881
2857112,366	10,832	-0,980	-3,832
2857117,249	10,891	-1,050	-3,861
2857122,131	10,861	-0,921	-3,752
2857127,014	10,941	-1,040	-3,812
2857131,897	10,812	-1,079	-3,772
2857136,780	10,911	-1,059	-3,792
2857141,663	10,911	-1,079	-3,703
2857146,545	10,881	-1,079	-3,891
2857151,428	10,782	-1,040	-3,851
2857156,311	10,970	-1,059	-4,050
2857161,194	10,950	-1,099	-3,871
2857166,077	10,723	-0,931	-3,960
2857170,959	10,990	-1,020	-3,901
2857175,842	10,941	-0,990	-3,871
2857180,725	10,861	-0,980	-3,762
2857185,608	10,941	-1,089	-3,772
2857190,491	10,901	-1,050	-3,980
2857195,374	10,911	-1,020	-3,832
2857200,256	10,822	-1,089	-3,891
2857205,139	10,772	-1,000	-3,891
2857210,022	10,822	-1,069	-3,941
2857214,905	10,921	-1,119	-3,901
2857219,788	10,881	-1,079	-3,861
2857224,670	10,832	-0,980	-3,733
2857229,553	10,851	-1,010	-3,703
2857234,436	10,891	-1,069	-3,851
2857239,319	10,911	-1,119	-3,861
2857244,202	10,822	-1,218	-3,723
2857249,084	10,980	-1,129	-3,723
2857253,967	10,772	-1,020	-3,832
2857258,850	10,762	-0,980	-3,812
2857263,733	10,752	-1,030	-3,802
2857268,616	10,960	-0,921	-3,723
2857273,499	10,733	-1,040	-3,851
2857278,381	10,822	-1,129	-3,851
2857283,264	10,861	-1,109	-3,832
2857288,147	10,772	-1,119	-3,822
2857293,030	10,832	-1,198	-3,851
2857297,913	10,960	-1,089	-3,861
2857302,795	10,901	-1,129	-3,802
2857307,678	10,911	-1,099	-3,743
2857312,561	11,050	-0,950	-3,772
2857317,444	10,941	-1,069	-3,901
2857322,327	10,980	-1,129	-3,752
2857327,209	10,960	-1,050	-3,891
2857332,092	10,822	-1,030	-3,752
2857336,975	10,891	-0,990	-3,851
2857341,858	10,842	-1,079	-3,871
2857346,741	10,911	-0,960	-3,832
2857351,624	10,911	-1,139	-3,891
2857356,506	10,901	-1,099	-3,941
2857361,389	10,851	-1,089	-3,861
2857366,272	10,822	-1,069	-3,931
2857371,155	11,050	-1,010	-3,772
2857376,038	10,891	-1,129	-3,911
2857380,920	10,851	-1,010	-3,802
2857385,803	10,881	-0,990	-3,782
2857390,686	10,941	-1,099	-3,713
2857395,569	10,911	-1,089	-3,851
2857400,452	10,960	-0,960	-3,891
2857405,334	10,832	-1,139	-3,822
2857410,217	10,851	-1,069	-3,851
2857415,100	10,881	-1,208	-3,792
2857419,983	10,842	-1,079	-3,772
2857424,866	10,871	-0,950	-3,871
2857429,749	10,911	-1,158	-3,842
2857434,631	10,970	-1,050	-3,792
2857439,514	10,891	-1,119	-3,792
2857444,397	10,911	-1,020	-3,752
2857449,280	10,743	-1,119	-3,743
2857454,163	10,861	-1,079	-3,921
2857459,045	10,871	-0,931	-3,822
2857463,928	10,812	-0,941	-3,861
2857468,811	10,891	-1,119	-3,822
2857473,694	10,881	-1,158	-3,752
2857478,577	10,960	-1,099	-3,812
2857483,459	10,931	-1,119	-3,733
2857488,342	10,772	-1,228	-3,931
2857493,225	10,723	-1,139	-3,911
2857498,108	10,871	-1,069	-3,891
2857502,991	10,822	-1,040	-3,762
2857507,874	10,931	-1,089	-3,703
2857512,756	10,782	-1,089	-3,911
2857517,639	10,782	-1,000	-3,782
2857522,522	10,842	-1,079	-3,802
2857527,405	10,881	-1,079	-3,693
2857532,288	10,861	-1,109	-3,871
2857537,170	10,901	-1,178	-3,822
2857542,053	10,822	-1,030	-3,673
2857546,936	10,782	-1,010	-3,832
2857551,819	10,861	-1,109	-3,931
2857556,702	10,901	-0,990	-3,792
2857561,584	10,812	-0,960	-3,802
2857566,467	10,921	-0,931	-3,921
2857571,350	10,931	-1,030	-3,723
2857576,233	10,990	-0,960	-3,733
2857581,116	10,812	-1,000	-3,901
2857585,999	10,901	-0,941	-3,822
2857590,881	10,832	-1,040	-3,931
2857595,764	10,713	-1,030	-3,891
2857600,647	11,119	-1,178	-3,861
2857605,530	10,931	-1,000	-3,851
2857610,413	10,891	-1,020	-3,861
2857615,295	10,683	-0,891	-3,663
2857620,178	10,822	-1,000	-3,881
2857625,061	10,584	-0,970	-4,198
2857629,944	11,267	-1,030	-3,535
2857634,827	11,297	-0,901	-3,733
2857639,709	10,901	-0,921	-3,911
2857644,592	10,901	-1,238	-3,485
2857649,475	10,782	-1,010	-3,832
2857654,358	10,752	-1,020	-3,881
2857659,241	10,723	-0,970	-3,703
2857664,124	10,911	-1,000	-3,703
2857669,006	11,079	-1,050	-3,851
2857673,889	10,653	-1,525	-4,000
2857678,772	10,921	-1,109	-3,861
2857683,655	11,000	-0,990	-3,802
2857688,538	10,634	-0,970	-3,980
2857693,420	10,604	-1,010	-3,782
2857698,303	10,950	-1,149	-4,069
2857703,186	10,931	-1,069	-3,812
2857708,069	10,990	-1,020	-3,792
2857712,952	10,861	-0,941	-3,891
2857717,834	10,733	-1,030	-3,693
2857722,717	10,772	-1,149	-3,911
2857727,600	10,861	-0,980	-4,030
2857732,483	10,812	-1,059	-3,772
2857737,366	10,931	-0,950	-3,693
2857742,249	10,921	-1,089	-3,792
2857747,131	10,950	-1,030	-3,782
2857752,014	10,911	-1,109	-3,891
2857756,897	10,891	-1,050	-3,891
2857761,780	10,980	-0,980	-3,733
2857766,663	10,792	-0,970	-3,871
2857771,545	10,703	-1,139	-3,802
2857776,428	10,881	-1,030	-3,871
2857781,311	11,010	-1,099	-3,792
2857786,194	10,881	-1,059	-3,673
2857791,077	10,891	-1,000	-3,851
2857795,959	10,812	-1,188	-3,772
2857800,842	10,871	-1,099	-3,743
2857805,725	10,990	-1,040	-3,861
2857810,608	10,931	-1,089	-3,614
2857815,491	10,960	-0,990	-3,861
2857820,374	10,941	-1,020	-3,812
2857825,256	10,752	-1,069	-3,792
2857830,139	10,941	-0,871	-3,832
2857835,022	10,921	-0,990	-3,802
2857839,905	10,772	-1,168	-3,693
2857844,788	10,980	-1,010	-3,871
2857849,670	10,802	-1,119	-3,693
2857854,553	10,931	-1,050	-3,772
2857859,436	10,950	-0,950	-3,713
2857864,319	10,584	-0,891	-3,822
2857869,202	10,792	-1,050	-3,861
2857874,084	10,772	-0,950	-3,703
2857878,967	10,842	-1,139	-3,871
2857883,850	10,911	-1,069	-3,960
2857888,733	11,059	-0,931	-3,861
2857893,616	10,851	-0,970	-3,931
2857898,499	10,802	-1,000	-3,772
2857903,381	10,891	-1,020	-4,050
2857908,264	10,733	-1,168	-3,861
2857913,147	10,851	-1,050	-3,822
2857918,030	10,812	-1,089	-3,911
2857922,913	10,812	-0,970	-3,822
2857927,795	10,851	-0,970	-3,802
2857932,678	10,802	-1,059	-3,772
2857937,561	10,772	-1,089	-3,921
2857942,444	10,644	-1,158	-3,812
2857947,327	10,713	-1,139	-3,842
2857952,209	10,881	-1,020	-3,733
2857957,092	10,931	-1,020	-3,703
2857961,975	10,970	-1,139	-3,802
2857966,858	10,842	-0,980	-3,921
2857971,741	10,881	-1,069	-3,832
2857976,624	10,723	-1,079	-3,772
2857981,506	10,832	-1,168	-3,871
2857986,389	10,960	-1,050	-3,772
2857991,272	11,010	-1,109	-3,772
2857996,155	10,911	-0,970	-3,861
2858001,038	10,822	-1,020	-3,792
2858005,920	10,871	-1,010	-3,832
2858010,803	10,802	-1,079	-3,822
2858015,686	10,851	-1,089	-3,871
2858020,569	10,851	-1,079	-3,802
2858025,452	10,931	-1,010	-3,871
2858030,334	10,871	-1,168	-3,960
2858035,217	10,941	-0,970	-3,822
2858040,100	10,802	-1,079	-3,881
2858044,983	10,911	-1,119	-3,812
2858049,866	10,762	-0,990	-3,891
2858054,749	10,673	-1,010	-3,842
2858059,631	10,921	-0,980	-3,673
2858064,514	10,832	-1,129	-3,782
2858069,397	10,911	-1,139	-3,871
2858074,280	10,832	-1,069	-3,743
2858079,163	10,822	-1,069	-4,010
2858084,045	10,901	-0,931	-3,891
2858088,928	10,772	-1,040	-3,723
2858093,811	10,762	-1,040	-3,782
2858098,694	10,941	-1,168	-3,792
2858103,577	11,000	-1,020	-3,614
2858108,459	10,832	-1,040	-3,762
2858113,342	10,842	-0,990	-3,792
2858118,225	10,822	-0,950	-3,861
2858123,108	10,792	-1,050	-3,871
2858127,991	10,842	-1,178	-3,782
2858132,874	10,901	-1,129	-3,802
2858137,756	11,059	-1,010	-3,792
2858142,639	10,822	-1,020	-3,901
2858147,522	10,851	-1,139	-3,792
2858152,405	10,960	-0,950	-3,851
2858157,288	10,772	-1,079	-3,743
2858162,170	10,802	-0,980	-3,683
2858167,053	10,851	-1,059	-3,782
2858171,936	10,832	-1,149	-3,871
2858176,819	10,881	-1,059	-3,871
2858181,702	10,891	-1,050	-3,723
2858186,584	10,931	-1,168	-3,812
2858191,467	10,881	-1,010	-3,624
2858196,350	10,832	-1,099	-3,733
2858201,233	10,921	-1,099	-3,772
2858206,116	10,861	-1,158	-3,931
2858210,999	10,832	-1,168	-3,723
2858215,881	10,911	-0,931	-3,861
2858220,764	10,911	-1,000	-3,713
2858225,647	10,871	-1,069	-3,931
2858230,530	10,762	-1,000	-3,792
2858235,413	10,792	-1,099	-3,871
2858240,295	10,723	-1,050	-3,990
2858245,178	10,960	-0,941	-3,921
2858250,061	10,634	-1,198	-3,941
2858254,944	10,990	-1,257	-3,683
2858259,827	10,851	-1,020	-3,822
2858264,709	10,713	-1,089	-3,901
2858269,592	10,624	-0,941	-4,109
2858274,475	10,911	-1,099	-3,921
2858279,358	10,723	-1,069	-3,832
2858284,241	10,743	-0,861	-4,297
2858289,124	10,752	-1,040	-3,891
2858294,006	10,802	-1,119	-3,663
2858298,889	10,663	-1,040	-4,198
2858303,772	10,901	-1,059	-3,881
2858308,655	10,881	-1,129	-3,891
2858313,538	10,812	-1,030	-3,762
2858318,420	10,851	-1,050	-3,980
2858323,303	10,822	-1,257	-3,772
2858328,186	10,861	-0,931	-3,911
2858333,069	10,851	-1,059	-3,673
2858337,952	10,752	-1,099	-3,881
2858342,834	10,911	-1,059	-3,990
2858347,717	10,832	-1,040	-3,663
2858352,600	10,941	-0,911	-3,832
2858357,483	10,733	-1,040	-3,812
2858362,366	10,911	-1,059	-3,802
2858367,249	10,832	-1,188	-3,911
2858372,131	10,822	-0,921	-3,822
2858377,014	10,911	-0,980	-3,861
2858381,897	10,812	-1,059	-3,832
2858386,780	10,941	-1,040	-3,802
2858391,663	10,881	-1,089	-3,851
2858396,545	10,950	-0,980	-3,970
2858401,428	10,832	-1,178	-3,861
2858406,311	10,762	-0,891	-3,901
2858411,194	11,000	-0,822	-4,901
2858416,077	11,297	-0,772	-5,584
2858420,959	11,832	-1,218	-5,673
2858425,842	10,248	-1,901	-3,356
2858430,725	9,822	-1,960	-3,941
2858435,608	10,267	-1,911	-3,782
2858440,491	11,733	-1,109	-5,129
2858445,374	11,218	-1,228	-4,109
2858450,256	10,782	-0,901	-3,356
2858455,139	10,881	-0,564	-2,396
2858460,022	10,881	-0,327	-3,059
2858464,905	10,644	-0,703	-2,376
2858469,788	10,891	-0,663	-2,287
2858474,670	11,020	-0,564	-2,703
2858479,553	10,891	-1,059	-3,119
2858484,436	10,693	-1,168	-3,178
2858489,319	10,881	-1,208	-3,614
2858494,202	10,941	-1,129	-3,941
2858499,084	10,931	-1,168	-4,069
2858503,967	10,881	-0,891	-4,188
2858508,850	10,891	-1,139	-4,139
2858513,733	10,941	-1,149	-4,129
2858518,616	10,782	-1,010	-4,158
2858523,499	10,911	-0,861	-4,723
2858528,381	10,871	-1,158	-4,000
2858533,264	10,832	-1,178	-3,931
2858538,147	10,960	-0,970	-3,842
2858543,030	10,851	-1,119	-3,871
2858547,913	10,822	-0,861	-3,802
2858552,795	10,941	-0,861	-3,990
2858557,678	10,822	-0,980	-4,000
2858562,561	11,010	-0,980	-4,000
2858567,444	10,842	-1,000	-3,931
2858572,327	10,802	-1,109	-3,980
2858577,209	10,703	-1,119	-3,663
2858582,092	10,861	-1,030	-3,287
2858586,975	10,822	-0,931	-3,208
2858591,858	10,881	-0,931	-3,119
2858596,741	10,851	-1,020	-3,485
2858601,624	10,891	-1,119	-3,446
2858606,506	10,752	-1,119	-3,802
2858611,389	10,990	-0,990	-4,337
2858616,272	10,911	-1,040	-4,248
2858621,155	10,970	-0,842	-4,287
2858626,038	10,881	-0,960	-4,347
2858630,920	10,832	-1,139	-4,000
2858635,803	10,861	-1,069	-3,455
2858640,686	11,010	-0,921	-3,089
2858645,569	10,762	-1,149	-3,455
2858650,452	10,980	-1,228	-3,267
2858655,334	10,842	-1,059	-3,584
2858660,217	10,960	-1,119	-3,653
2858665,100	10,901	-1,158	-3,842
2858669,983	10,921	-1,069	-4,030
2858674,866	10,891	-1,050	-4,198
2858679,749	10,931	-1,040	-3,970
2858684,631	10,950	-1,010	-3,812
2858689,514	10,881	-1,119	-3,564
2858694,397	10,832	-0,772	-3,624
2858699,280	10,723	-0,574	-3,168
2858704,163	10,871	-0,198	-3,356
2858709,045	10,911	-0,158	-3,287
2858713,928	10,861	-0,178	-2,950
2858718,811	10,584	-0,475	-3,109
2858723,694	11,000	-1,040	-3,713
2858728,577	10,911	-1,178	-4,119
2858733,459	10,743	-1,584	-5,366
2858738,342	10,653	-1,624	-4,030
2858743,225	10,891	-1,347	-3,891
2858748,108	10,871	-1,139	-4,277
2858752,991	11,000	-0,980	-3,881
2858757,874	11,297	-0,842	-3,871
2858762,756	11,545	-0,683	-4,020
2858767,639	11,733	-0,881	-3,871
2858772,522	11,970	-0,366	-3,980
2858777,405	12,040	-0,347	-4,307
2858782,288	12,782	-0,020	-3,792
2858787,170	12,525	0,079	-3,634
2858792,053	12,129	0,168	-2,970
2858796,936	12,337	0,198	-3,416
2858801,819	11,762	-0,129	-4,010
2858806,702	11,347	-0,733	-3,525
2858811,584	9,990	-2,644	-1,931
2858816,467	9,267	-3,950	-1,426
2858821,350	9,980	-4,515	-1,634
2858826,233	10,208	-3,129	-2,733
2858831,116	10,921	-2,287	-4,327
2858835,999	10,743	-2,149	-5,228
2858840,881	11,079	-3,485	-5,822
2858845,764	10,099	-2,970	-5,347
2858850,647	10,515	-2,990	-5,317
2858855,530	10,941	-2,485	-5,188
2858860,413	11,465	-2,416	-4,832
2858865,295	11,713	-2,446	-4,634
2858870,178	11,921	-2,267	-4,040
2858875,061	12,267	-2,931	-4,178
2858879,944	11,842	-2,822	-4,198
2858884,827	10,950	-2,960	-3,970
2858889,709	10,663	-3,099	-3,772
2858894,592	10,485	-2,733	-4,168
2858899,475	11,455	-3,525	-3,931
2858904,358	10,772	-3,347	-4,386
2858909,241	11,743	-4,139	-4,772
2858914,124	11,317	-4,574	-5,069
2858919,006	11,317	-4,564	-5,020
2858923,889	11,257	-4,673	-4,644
2858928,772	11,228	-4,772	-5,238
2858933,655	11,406	-4,980	-5,267
2858938,538	11,683	-5,505	-5,673
2858943,420	11,584	-5,297	-5,634
2858948,303	11,208	-5,267	-5,386
2858953,186	10,792	-4,911	-4,762
2858958,069	10,505	-5,050	-4,436
2858962,952	10,713	-5,416	-4,525
2858967,834	10,851	-5,683	-4,693
2858972,717	10,683	-5,653	-4,743
2858977,600	10,693	-5,644	-4,743
2858982,483	10,376	-5,545	-4,772
2858987,366	10,436	-5,594	-4,802
2858992,249	10,139	-5,634	-4,614
2858997,131	10,307	-6,020	-4,782
2859002,014	10,178	-6,149	-4,673
2859006,897	10,228	-6,248	-4,198
2859011,780	9,891	-6,366	-4,149
2859016,663	9,752	-6,426	-4,109
2859021,545	9,762	-6,347	-4,089
2859026,428	9,307	-6,050	-4,030
2859031,311	8,822	-5,931	-3,921
2859036,194	8,653	-5,802	-3,465
2859041,077	10,406	-6,574	-2,109
2859045,959	8,931	-7,752	-3,396
2859050,842	9,574	-7,158	-2,851
2859055,725	8,822	-7,317	-2,614
2859060,608	8,287	-7,248	-2,198
2859065,491	8,267	-7,228	-2,198
2859070,374	8,059	-7,297	-2,634
2859075,256	8,149	-7,228	-2,990
2859080,139	7,693	-7,277	-3,010
2859085,022	7,129	-7,396	-2,901
2859089,905	7,000	-6,950	-2,574
2859094,788	6,743	-7,040	-2,386
2859099,670	6,653	-7,475	-2,861
2859104,553	6,515	-7,406	-2,802
2859109,436	6,030	-7,099	-2,653
2859114,319	5,574	-6,901	-2,366
2859119,202	5,356	-6,901	-2,188
2859124,084	5,554	-6,970	-2,594
2859128,967	5,554	-7,574	-3,089
2859133,850	5,168	-7,406	-2,812
2859138,733	4,525	-7,366	-2,228
2859143,616	3,891	-7,851	-1,901
2859148,499	4,228	-7,842	-2,347
2859153,381	3,901	-8,426	-2,465
2859158,264	3,772	-8,337	-2,050
2859163,147	3,069	-8,475	-1,772
2859168,030	2,713	-8,842	-1,297
2859172,913	2,218	-8,762	-1,406
2859177,795	2,149	-8,950	-0,812
2859182,678	1,604	-9,277	-0,663
2859187,561	1,762	-9,376	-1,149
2859192,444	1,792	-9,752	-1,594
2859197,327	1,594	-9,980	-2,010
2859202,209	1,535	-10,158	-1,792
2859207,092	1,198	-10,000	-1,624
2859211,975	1,307	-9,624	-2,069
2859216,858	1,663	-9,238	-2,842
2859221,741	2,248	-9,287	-3,327
2859226,624	1,960	-9,337	-3,149
2859231,506	0,960	-9,564	-2,871
2859236,389	0,802	-10,327	-2,465
2859241,272	0,277	-10,356	-2,069
2859246,155	0,624	-9,911	-1,950
2859251,038	-0,663	-8,911	-1,614
2859255,920	0,069	-8,218	-0,634
2859260,803	0,356	-9,822	-0,911
2859265,686	-0,376	-9,990	-1,238
2859270,569	-0,861	-9,792	-1,337
2859275,452	-0,366	-9,475	-1,267
2859280,334	-0,545	-9,941	-0,713
2859285,217	-0,822	-9,980	-1,218
2859290,100	-0,802	-9,455	-1,574
2859294,983	-0,941	-9,178	-1,406
2859299,866	-0,941	-8,960	-1,436
2859304,749	-0,950	-8,782	-1,564
2859309,631	-0,743	-8,713	-1,743
2859314,514	-1,109	-8,802	-1,297
2859319,397	-1,376	-8,911	-1,218
2859324,280	-1,178	-8,604	-0,891
2859329,163	-1,782	-8,198	-0,802
2859334,045	-1,931	-8,178	-0,554
2859338,928	-1,822	-8,564	-0,356
2859343,811	-2,535	-9,248	-0,347
2859348,694	-2,624	-9,535	-0,782
2859353,577	-2,812	-9,861	-0,970
2859358,459	-3,010	-9,693	-1,020
2859363,342	-2,960	-9,436	-1,257
2859368,225	-2,782	-9,198	-1,228
2859373,108	-3,010	-8,723	-1,495
2859377,991	-2,673	-8,178	-1,752
2859382,874	-2,564	-1,703	-5,208
2859387,756	-1,386	-3,614	-4,980
2859392,639	-2,267	-7,089	-3,545
2859397,522	-3,970	-10,178	-2,495
2859402,405	-5,069	-11,317	-1,792
2859407,288	-5,297	-10,594	-2,168
2859412,170	-5,990	-10,495	-2,248
2859417,053	-5,040	-9,733	-2,059
2859421,936	-4,505	-8,663	-2,277
2859426,819	-4,584	-8,010	-2,673
2859431,702	-4,782	-7,673	-2,644
2859436,584	-4,861	-8,059	-2,663
2859441,467	-4,574	-8,376	-2,743
2859446,350	-5,970	-8,050	-1,911
2859451,233	-5,317	-7,743	-3,188
2859456,116	-3,802	-7,139	-3,158
2859460,999	-4,416	-5,861	-3,396
2859465,881	-4,683	-5,089	-3,535
2859470,764	-5,307	-4,842	-2,772
2859475,647	-5,624	-4,564	-3,198
2859480,530	-6,802	-5,168	-3,723
2859485,413	-7,842	-5,970	-3,386
2859490,295	-7,782	-6,485	-3,871
2859495,178	-8,743	-7,248	-3,416
2859500,061	-7,495	-7,228	-3,812
2859504,944	-7,465	-5,762	-4,188
2859509,827	-7,416	-5,089	-4,307
2859514,709	-7,475	-4,653	-4,426
2859519,592	-7,396	-3,990	-4,347
2859524,475	-7,703	-4,010	-4,891
2859529,358	-7,356	-4,248	-5,040
2859534,241	-7,782	-3,921	-5,485
2859539,124	-7,752	-3,743	-4,713
2859544,006	-7,921	-3,584	-4,455
2859548,889	-7,980	-4,069	-4,752
2859553,772	-8,376	-3,891	-4,119
2859558,655	-8,743	-3,772	-4,317
2859563,538	-8,703	-3,980	-4,287
2859568,420	-8,861	-4,228	-4,525
2859573,303	-8,911	-4,000	-4,505
2859578,186	-8,851	-3,861	-4,871
2859583,069	-8,683	-3,396	-4,950
2859587,952	-8,386	-3,198	-5,238
2859592,834	-8,069	-2,663	-5,277
2859597,717	-7,782	-2,495	-5,386
2859602,600	-7,693	-2,248	-5,178
2859607,483	-7,624	-2,010	-4,891
2859612,366	-7,475	-1,614	-5,109
2859617,249	-7,545	-1,337	-5,347
2859622,131	-7,871	-0,950	-5,693
2859627,014	-8,030	-0,931	-5,762
2859631,897	-8,267	-0,772	-5,554
2859636,780	-8,436	-0,683	-5,475
2859641,663	-8,653	-0,505	-5,248
2859646,545	-8,614	-0,564	-5,386
2859651,428	-8,436	-0,604	-5,505
2859656,311	-8,515	-0,990	-5,604
2859661,194	-8,416	-0,713	-5,861
2859666,077	-8,267	-0,495	-5,802
2859670,959	-8,406	-0,634	-5,980
2859675,842	-8,317	-0,614	-6,000
2859680,725	-8,376	-0,624	-6,030
2859685,608	-8,446	-0,653	-6,010
2859690,491	-8,436	-0,871	-5,584
2859695,374	-8,436	-0,644	-5,584
2859700,256	-8,366	-0,386	-5,752
2859705,139	-8,188	-0,446	-5,762
2859710,022	-8,069	-0,208	-5,772
2859714,905	-8,149	-0,426	-5,594
2859719,788	-7,941	-0,604	-5,634
2859724,670	-7,703	-0,663	-5,634
2859729,553	-7,802	-0,644	-5,386
2859734,436	-7,901	-0,634	-5,277
2859739,319	-8,069	-0,673	-4,970
2859744,202	-8,198	-0,644	-5,257
2859749,084	-8,604	-0,446	-4,436
2859753,967	-8,257	-1,020	-5,198
2859758,850	-8,020	-0,386	-4,851
2859763,733	-8,119	-0,287	-4,634
2859768,616	-7,990	-0,535	-4,960
2859773,499	-8,178	-0,594	-5,347
2859778,381	-8,257	-0,436	-5,426
2859783,264	-8,129	-0,218	-5,366
2859788,147	-8,040	-0,594	-5,158
2859793,030	-8,020	-0,584	-5,416
2859797,913	-8,020	-0,307	-5,554
2859802,795	-8,267	-0,733	-5,099
2859807,678	-8,297	-0,574	-4,941
2859812,561	-8,149	-0,782	-5,069
2859817,444	-7,980	-0,446	-4,832
2859822,327	-7,931	-0,515	-5,030
2859827,209	-7,980	-0,356	-5,059
2859832,092	-7,980	-0,297	-5,386
2859836,975	-11,861	2,663	-6,693
2859841,858	-8,911	-0,238	-7,238
2859846,741	-8,713	0,089	-5,416
2859851,624	-8,703	0,287	-5,337
2859856,506	-8,772	-0,307	-4,960
2859861,389	-8,347	-0,465	-4,980
2859866,272	-8,050	-0,416	-5,030
2859871,155	-7,980	-0,455	-5,010
2859876,038	-7,802	-0,426	-5,149
2859880,920	-7,802	-0,624	-5,050
2859885,803	-7,752	-0,574	-4,881
2859890,686	-7,812	-0,624	-4,901
2859895,569	-7,673	-0,653	-4,762
2859900,452	-7,673	-0,446	-4,673
2859905,334	-7,733	-0,475	-4,584
2859910,217	-7,812	-0,584	-4,515
2859915,100	-7,950	-0,485	-4,693
2859919,983	-7,931	-0,505	-4,881
2859924,866	-7,891	-0,772	-5,069
2859929,749	-7,851	-0,851	-5,050
2859934,631	-7,762	-0,881	-5,139
2859939,514	-7,832	-0,891	-5,069
2859944,397	-9,079	-1,228	-4,950
2859949,280	-8,228	0,317	-4,446
2859954,163	-7,604	-0,614	-5,099
2859959,045	-7,950	-0,624	-4,752
2859963,928	-8,079	-0,881	-4,842
2859968,811	-8,069	-1,178	-4,832
2859973,694	-7,901	-1,149	-4,713
2859978,577	-8,089	-1,020	-4,624
2859983,459	-7,970	-0,990	-4,683
2859988,342	-8,050	-1,010	-4,475
2859993,225	-7,931	0,119	-3,178
2859998,108	-7,931	-1,099	-3,624
2860002,991	-8,139	-1,020	-4,317
2860007,874	-8,020	-1,089	-5,129
2860012,756	-8,010	-1,099	-5,980
2860017,639	-8,129	-1,020	-5,396
2860022,522	-7,931	-1,020	-5,228
2860027,405	-8,158	-1,168	-4,970
2860032,288	-7,950	-0,931	-4,436
2860037,170	-8,178	-1,040	-4,307
2860042,053	-8,198	-0,980	-4,386
2860046,936	-8,059	-0,960	-4,228
2860051,819	-8,069	-0,990	-4,119
2860056,702	-8,198	-0,980	-4,198
