Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z
CAL	CAL	CAL	CAL
mSecs	deg/sec	deg/sec	deg/sec
3341978,577	169,963	19,414	-106,960
3341983,459	165,568	33,700	-105,861
3341988,342	162,271	43,223	-115,018
3341993,225	167,033	41,392	-146,886
3341998,108	82,418	87,546	-200,366
3342002,991	154,945	7,326	-215,018
3342007,874	165,568	-17,216	-164,103
3342012,756	153,846	-19,048	-124,542
3342017,639	149,084	-17,582	-95,604
3342022,522	152,381	-16,484	-92,674
3342027,405	148,718	-12,454	-93,773
3342032,288	153,846	-8,425	-80,586
3342037,170	167,399	7,692	-75,092
3342042,053	180,952	24,542	-70,330
3342046,936	195,971	25,641	-73,626
3342051,819	194,505	28,938	-86,081
3342056,702	195,604	36,630	-74,725
3342061,584	203,663	33,333	-37,729
3342066,467	220,879	22,344	-8,791
3342071,350	231,868	20,513	16,117
3342076,233	247,619	10,256	44,689
3342081,116	257,509	-15,018	48,352
3342085,999	255,311	-29,670	67,399
3342090,881	247,619	-47,619	82,418
3342095,764	258,242	-42,491	90,110
3342100,647	270,696	-43,223	107,692
3342105,530	286,447	-46,154	110,256
3342110,413	294,505	-38,095	99,267
3342115,295	303,663	-38,095	86,081
3342120,178	300,000	-37,363	77,289
3342125,061	275,458	-45,421	66,300
3342129,944	261,905	-54,945	74,725
3342134,827	253,846	-64,469	71,062
3342139,709	248,718	-57,875	60,073
3342144,592	200,366	-28,571	35,165
3342149,475	205,861	-8,059	-14,286
3342154,358	203,663	-69,597	12,821
3342159,241	184,249	-112,454	61,172
3342164,124	165,568	-134,066	60,440
3342169,006	153,480	-130,769	60,440
3342173,889	162,271	-131,502	69,231
3342178,772	161,172	-148,352	81,319
3342183,655	169,963	-167,033	102,564
3342188,538	186,813	-157,509	128,205
3342193,420	194,872	-149,817	145,055
3342198,303	194,505	-130,403	142,491
3342203,186	187,546	-115,751	134,799
3342208,069	194,139	-125,641	136,630
3342212,952	223,810	-132,234	137,729
3342217,834	256,410	-134,066	156,410
3342222,717	282,784	-131,868	152,747
3342227,600	279,853	-100,366	143,590
3342232,483	308,425	-148,718	118,315
3342237,366	305,128	-87,546	54,212
3342242,249	315,018	-120,147	38,462
3342247,131	284,615	-98,901	62,637
3342252,014	272,161	-83,883	84,615
3342256,897	256,777	-83,150	104,762
3342261,780	246,520	-63,370	116,117
3342266,663	221,978	-39,927	152,747
3342271,545	247,253	-58,608	164,103
3342276,428	264,469	-39,194	161,172
3342281,311	313,919	-30,403	115,385
3342286,194	354,212	-25,275	2,930
3342291,077	353,846	-6,960	-46,154
3342295,959	330,037	-4,396	-40,659
3342300,842	320,147	2,930	-26,740
3342305,725	288,278	-4,762	13,919
3342310,608	289,744	-21,245	27,106
3342315,491	288,645	-33,333	38,095
3342320,374	289,744	-46,154	57,875
3342325,256	280,952	-50,183	56,044
3342330,139	273,993	-52,747	68,132
3342335,022	268,132	-53,846	80,952
3342339,905	266,667	-58,974	80,586
3342344,788	255,311	-66,300	72,527
3342349,670	248,718	-75,824	64,835
3342354,553	238,095	-72,527	58,974
3342359,436	232,601	-72,527	50,183
3342364,319	239,194	-63,736	21,978
3342369,202	260,440	-45,055	10,623
3342374,084	285,348	-25,275	3,297
3342378,967	312,821	-1,099	-1,099
3342383,850	335,165	14,652	-17,949
3342388,733	358,974	33,700	-23,443
3342393,616	369,963	43,223	-19,048
3342398,499	354,212	37,363	-24,176
3342403,381	332,234	30,037	-16,117
3342408,264	305,861	29,670	-5,861
3342413,147	293,773	20,513	7,326
