Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Accelerometer X*	Accelerometer Y*	Accelerometer Z*
uncalibrated	uncalibrated	uncalibrated	uncalibrated
no units	no units	no units	no units
93661218	956	2152	1668
93661378	952	2154	1646
93661538	955	2175	1667
93661698	951	2142	1653
93661858	952	2155	1677
93662018	962	2159	1656
93662178	946	2155	1645
93662338	954	2153	1678
93662498	943	2140	1661
93662658	964	2153	1663
93662818	946	2155	1664
93662978	954	2168	1653
93663138	955	2141	1662
93663298	946	2147	1658
93663458	956	2155	1661
93663618	943	2153	1664
93663778	949	2158	1659
93663938	942	2147	1647
93664098	954	2167	1658
93664258	961	2138	1654
93664418	937	2131	1553
93664578	907	2126	1484
93664738	853	2171	1475
93664898	1013	2240	1709
93665058	1056	2246	1650
93665218	1011	2241	1666
93665378	863	2160	1530
93665538	915	2172	1633
93665698	959	2139	1709
93665858	949	2105	1806
93666018	949	2081	1739
93666178	973	2119	1808
93666338	948	2115	1817
93666498	935	2105	1775
93666658	948	2155	1733
93666818	968	2166	1727
93666978	949	2170	1683
93667138	943	2162	1650
93667298	944	2166	1637
93667458	949	2138	1625
93667618	948	2163	1630
93667778	943	2164	1631
93667938	959	2150	1628
93668098	946	2135	1571
93668258	950	2165	1644
93668418	954	2167	1651
93668578	941	2146	1660
93668738	952	2161	1657
93668898	955	2135	1664
93669058	943	2135	1645
93669218	955	2147	1644
93669378	936	2147	1644
93669538	953	2149	1651
93669698	957	2160	1646
93669858	967	2161	1678
93670018	951	2152	1716
93670178	955	2142	1724
93670338	949	2142	1733
93670498	952	2151	1696
93670658	948	2161	1700
93670818	962	2161	1664
93670978	938	2148	1610
93671138	946	2153	1619
93671298	940	2133	1615
93671458	949	2145	1609
93671618	954	2163	1644
93671778	951	2156	1699
93671938	936	2141	1736
93672098	961	2164	1699
93672258	939	2172	1718
93672418	953	2155	1686
93672578	941	2161	1679
93672738	947	2165	1660
93672898	945	2156	1641
93673058	948	2154	1624
93673218	944	2153	1647
93673378	942	2150	1663
93673538	949	2161	1688
93673698	954	2126	1682
93673858	965	2106	1728
93674018	950	2068	1709
93674178	946	2064	1716
93674338	951	2066	1750
93674498	979	2096	1734
93674658	937	2153	1673
93674818	946	2167	1632
93674978	963	2208	1506
93675138	972	2212	1641
93675298	948	2184	1655
93675458	950	2163	1616
93675618	937	2147	1656
93675778	907	2133	1657
93675938	882	2117	1642
93676098	863	2137	1657
93676258	839	2085	1646
93676418	832	2083	1613
93676578	757	2050	1665
93676738	783	2040	1681
93676898	823	2031	1748
93677058	802	2028	1703
93677218	860	2061	1643
93677378	902	2122	1692
93677538	1039	2315	1853
93677698	1112	2447	1904
93677858	1040	2504	1883
93678018	1017	2364	1772
93678178	945	2279	1611
93678338	963	2265	1520
93678498	929	2400	1460
93678658	1028	2348	1508
93678818	986	2350	1511
93678978	943	2299	1524
93679138	890	2292	1560
93679298	865	2295	1580
93679458	844	2277	1640
93679618	809	2344	1626
93679778	852	2333	1624
93679938	942	2347	1647
93680098	971	2361	1667
93680258	989	2324	1627
93680418	891	2404	1651
93680578	960	2386	1605
93680738	862	2466	1566
93680898	905	2510	1536
93681058	905	2509	1541
93681218	911	2520	1579
93681378	914	2530	1519
93681538	896	2551	1516
93681698	868	2604	1475
93681858	878	2583	1479
93682018	916	2580	1504
93682178	958	2544	1567
93682338	987	2558	1600
93682498	966	2595	1591
93682658	952	2622	1574
93682818	969	2619	1569
93682978	968	2618	1569
93683138	1000	2608	1566
93683298	994	2613	1563
93683458	1024	2617	1582
93683618	1007	2656	1565
93683778	1020	2669	1576
93683938	1015	2679	1624
93684098	1049	2691	1629
93684258	1063	2697	1633
93684418	1062	2689	1635
93684578	1108	2659	1641
93684738	1157	2647	1652
93684898	1174	2634	1698
93685058	997	2712	1835
93685218	1146	2831	1705
93685378	1081	2771	1760
93685538	1157	2787	1784
93685698	1211	2780	1826
93685858	1213	2778	1826
93686018	1234	2785	1782
93686178	1225	2778	1746
93686338	1271	2783	1744
93686498	1328	2795	1755
93686658	1341	2750	1788
93686818	1367	2759	1807
93686978	1376	2803	1759
93687138	1390	2796	1765
93687298	1439	2765	1780
93687458	1485	2745	1809
93687618	1507	2745	1827
93687778	1487	2752	1786
93687938	1487	2813	1736
93688098	1526	2796	1764
93688258	1591	2792	1823
93688418	1655	2841	1856
93688578	1621	2840	1811
93688738	1654	2899	1799
93688898	1667	2890	1841
93689058	1738	2904	1869
93689218	1774	2941	1917
93689378	1824	2933	1906
93689538	1831	2952	1966
93689698	1886	2985	1981
93689858	1870	2995	1932
93690018	1867	3033	1887
93690178	1887	3056	1845
93690338	1893	3074	1867
93690498	1927	3058	1884
93690658	1916	3020	1839
93690818	1880	2981	1761
93690978	1821	2986	1712
93691138	1850	2991	1730
93691298	1951	3014	1758
93691458	1967	3091	1799
93691618	2020	3094	1839
93691778	1985	3049	1851
93691938	2115	2948	1885
93692098	2041	2878	1984
93692258	2012	3040	1956
93692418	2086	3057	1923
93692578	2135	3037	1913
93692738	2085	3005	1920
93692898	2103	3052	1976
93693058	2131	3056	1925
93693218	2129	3003	1889
93693378	2143	2975	1906
93693538	2143	2953	1903
93693698	2144	2935	1890
93693858	2123	2928	1872
93694018	2160	2937	1917
93694178	2187	2948	1925
93694338	2167	2917	1958
93694498	2228	2876	1967
93694658	2243	2874	1992
93694818	2232	2913	2012
93694978	2304	2982	2013
93695138	2313	3011	1969
93695298	2332	3044	1950
93695458	2352	3027	1945
93695618	2347	3001	1921
93695778	2329	2977	1924
93695938	2352	2929	1897
93696098	2318	2874	1871
93696258	2307	2220	1522
93696418	2188	2413	1545
93696578	2277	2764	1690
93696738	2449	3076	1796
93696898	2560	3191	1867
93697058	2583	3118	1829
93697218	2653	3108	1821
93697378	2557	3031	1840
93697538	2503	2923	1818
93697698	2511	2857	1778
93697858	2531	2823	1781
93698018	2539	2862	1779
93698178	2510	2894	1771
93698338	2651	2861	1855
93698498	2585	2830	1726
93698658	2432	2769	1729
93698818	2494	2640	1705
93698978	2521	2562	1691
93699138	2584	2537	1768
93699298	2616	2509	1725
93699458	2735	2570	1672
93699618	2840	2651	1706
93699778	2834	2703	1657
93699938	2931	2780	1703
93700098	2805	2778	1663
93700258	2802	2630	1625
93700418	2797	2562	1613
93700578	2803	2518	1601
93700738	2795	2451	1609
93700898	2826	2453	1554
93701058	2791	2477	1539
93701218	2834	2444	1494
93701378	2831	2426	1572
93701538	2848	2410	1598
93701698	2854	2459	1568
93701858	2894	2441	1632
93702018	2931	2429	1612
93702178	2927	2450	1615
93702338	2943	2475	1591
93702498	2948	2452	1593
93702658	2942	2438	1556
93702818	2925	2391	1548
93702978	2895	2371	1519
93703138	2863	2317	1515
93703298	2834	2300	1504
93703458	2825	2275	1525
93703618	2818	2251	1554
93703778	2803	2211	1532
93703938	2810	2183	1508
93704098	2843	2144	1473
93704258	2859	2142	1466
93704418	2883	2126	1487
93704578	2900	2117	1495
93704738	2922	2099	1518
93704898	2918	2105	1504
93705058	2900	2109	1492
93705218	2908	2148	1482
93705378	2898	2120	1456
93705538	2883	2098	1462
93705698	2897	2112	1444
93705858	2888	2110	1442
93706018	2894	2111	1439
93706178	2901	2114	1441
93706338	2900	2136	1484
93706498	2900	2113	1484
93706658	2893	2087	1467
93706818	2875	2093	1466
93706978	2863	2069	1465
93707138	2871	2091	1483
93707298	2850	2109	1479
93707458	2826	2115	1479
93707618	2836	2113	1504
93707778	2846	2112	1515
93707938	2863	2116	1546
93708098	2876	2113	1517
93708258	2917	2093	1600
93708418	2882	2151	1523
93708578	2858	2087	1558
93708738	2868	2077	1580
93708898	2855	2102	1547
93709058	2874	2108	1508
93709218	2882	2092	1500
93709378	2869	2070	1506
93709538	2860	2108	1527
93709698	2858	2107	1501
93709858	2858	2079	1487
93710018	2883	2122	1533
93710178	2886	2106	1549
93710338	2871	2127	1536
93710498	2854	2093	1560
93710658	2849	2100	1540
93710818	2854	2084	1537
93710978	2854	2078	1504
93711138	3246	1779	1372
93711298	2948	2072	1317
93711458	2928	2039	1501
93711618	2927	2019	1509
93711778	2934	2079	1547
93711938	2891	2095	1545
93712098	2861	2090	1540
93712258	2854	2094	1542
93712418	2836	2091	1528
93712578	2836	2111	1538
93712738	2831	2106	1555
93712898	2837	2111	1553
93713058	2823	2114	1567
93713218	2823	2093	1576
93713378	2829	2096	1585
93713538	2837	2107	1592
93713698	2851	2097	1574
93713858	2849	2099	1555
93714018	2845	2126	1536
93714178	2841	2134	1538
93714338	2832	2137	1529
93714498	2839	2138	1536
93714658	2965	2172	1548
93714818	2879	2016	1599
93714978	2816	2110	1533
93715138	2851	2111	1568
93715298	2864	2137	1559
93715458	2863	2167	1560
93715618	2846	2164	1572
93715778	2865	2151	1581
93715938	2853	2148	1575
93716098	2861	2150	1596
93716258	2849	2036	1727
93716418	2849	2159	1682
93716578	2870	2151	1612
93716738	2858	2158	1530
93716898	2857	2159	1444
93717058	2869	2151	1503
93717218	2849	2151	1520
93717378	2872	2166	1546
93717538	2851	2142	1600
93717698	2874	2153	1613
93717858	2876	2147	1605
93718018	2862	2145	1621
93718178	2863	2148	1632
93718338	2876	2147	1624
93718498	2874	2153	1607
93718658	2880	2157	1605
93718818	2874	2139	1600
93718978	2879	2127	1581
93719138	2872	2134	1616
93719298	2861	2163	1599
93719458	2856	2144	1602
93719618	2876	2145	1603
93719778	2862	2141	1610
93719938	2875	2149	1609
93720098	2870	2145	1598
93720258	2861	2147	1601
93720418	2851	2151	1620
93720578	2873	2140	1634
93720738	2850	2174	1617
93720898	2865	2147	1631
93721058	2874	2147	1638
93721218	2893	2132	1594
93721378	2866	2167	1612
93721538	2867	2110	1660
93721698	2859	2093	1614
93721858	2850	2135	1616
93722018	2862	2148	1577
93722178	2844	2160	1698
93722338	2869	2153	1581
93722498	2861	2153	1553
93722658	2869	2171	1635
93722818	2872	2136	1610
93722978	2870	2139	1573
93723138	2864	2129	1610
93723298	2884	2133	1639
93723458	2860	2150	1632
93723618	2866	2140	1682
93723778	2879	2128	1598
93723938	2880	2159	1660
93724098	2862	2165	1643
93724258	2865	2154	1581
93724418	2872	2129	1589
93724578	2869	2153	1485
93724738	2866	2157	1545
93724898	2883	2125	1651
93725058	2901	2132	1592
93725218	2839	2148	1632
93725378	2846	2153	1589
93725538	2880	2149	1539
93725698	2864	2146	1580
93725858	2871	2148	1602
93726018	2871	2147	1635
93726178	2873	2176	1603
93726338	2867	2142	1603
93726498	2868	2128	1633
93726658	2864	2121	1665
93726818	2872	2139	1670
93726978	2864	2170	1627
93727138	2855	2152	1599
93727298	2874	2154	1613
93727458	2885	2160	1638
93727618	2861	2158	1643
93727778	2851	2155	1643
93727938	2868	2146	1637
93728098	2865	2151	1652
93728258	2863	2149	1640
93728418	2862	2138	1660
93728578	2871	2148	1637
93728738	2859	2141	1638
93728898	3051	1701	2464
93729058	2823	2295	1645
93729218	2793	2268	1509
93729378	2865	2155	1542
93729538	2860	2199	1526
93729698	2856	2159	1671
93729858	2863	2147	1672
93730018	2839	2155	1746
93730178	2877	2163	1631
93730338	2854	2143	1655
93730498	2856	2164	1653
93730658	2860	2165	1675
93730818	2864	2151	1662
93730978	2860	2155	1655
93731138	2869	2143	1664
93731298	2865	2142	1671
93731458	2865	2163	1651
93731618	2866	2153	1666
93731778	2859	2155	1670
93731938	2861	2142	1657
93732098	2859	2159	1663
93732258	2863	2163	1647
93732418	2869	2145	1666
93732578	2877	2145	1656
93732738	2871	2158	1667
93732898	2862	2164	1652
93733058	2866	2150	1650
93733218	2873	2149	1662
93733378	2869	2150	1662
93733538	2874	2155	1666
93733698	2862	2150	1648
93733858	2854	2158	1643
93734018	2856	2155	1657
93734178	2859	2131	1674
93734338	2854	2158	1664
93734498	2867	2157	1664
93734658	2860	2150	1675
93734818	2867	2149	1661
93734978	2854	2135	1663
93735138	2876	2135	1676
93735298	2863	2153	1658
93735458	2870	2138	1665
93735618	2858	2153	1661
93735778	2870	2152	1660
93735938	2866	2149	1675
93736098	2878	2152	1655
93736258	2875	2152	1657
93736418	2866	2154	1663
93736578	2860	2158	1670
93736738	2863	2158	1648
93736898	2864	2151	1651
93737058	2878	2161	1671
93737218	2863	2165	1664
93737378	2879	2152	1671
93737538	2865	2159	1659
93737698	2863	2147	1647
93737858	2875	2148	1651
93738018	2867	2158	1650
93738178	2867	2174	1652
93738338	2876	2162	1660
93738498	2878	2143	1659
93738658	2883	2148	1647
93738818	2860	2143	1671
93738978	2871	2152	1657
93739138	2865	2149	1651
93739298	2871	2151	1659
93739458	2870	2134	1641
93739618	2869	2146	1666
93739778	2868	2145	1660
93739938	2868	2143	1669
93740098	2872	2151	1653
93740258	2869	2137	1662
93740418	2865	2148	1667
93740578	2865	2160	1665
93740738	2862	2151	1664
93740898	2877	2160	1662
93741058	2852	2158	1642
93741218	2861	2149	1662
93741378	2871	2134	1667
93741538	2862	2144	1660
93741698	2862	2153	1612
93741858	2855	2147	1662
93742018	2873	2155	1652
93742178	2844	2132	1677
93742338	2857	2142	1659
93742498	2868	2152	1665
93742658	2853	2170	1715
93742818	2861	2153	1668
93742978	2872	2152	1662
93743138	2874	2141	1661
93743298	2862	2151	1681
93743458	2872	2158	1662
93743618	2858	2160	1664
93743778	2869	2149	1656
93743938	2859	2160	1648
93744098	2862	2151	1669
93744258	2860	2154	1640
93744418	2862	2147	1676
93744578	2862	2154	1677
93744738	2870	2155	1656
93744898	2868	2154	1673
93745058	2874	2148	1666
93745218	2849	2147	1653
93745378	2857	2162	1666
93745538	2870	2148	1647
93745698	2859	2152	1664
93745858	2860	2147	1642
93746018	2859	2162	1652
93746178	2871	2135	1662
93746338	2864	2139	1657
93746498	2865	2157	1654
93746658	2857	2161	1668
93746818	2863	2139	1669
93746978	2851	2145	1667
93747138	2862	2153	1656
93747298	2864	2166	1662
93747458	2864	2148	1656
93747618	2872	2148	1665
93747778	2870	2166	1666
93747938	2860	2149	1667
93748098	2862	2148	1654
93748258	2856	2158	1669
93748418	2856	2144	1671
93748578	2873	2156	1658
93748738	2855	2153	1666
93748898	2862	2141	1654
93749058	2872	2165	1671
93749218	2858	2161	1673
93749378	2855	2152	1672
93749538	2860	2146	1659
93749698	2873	2155	1665
93749858	2864	2140	1667
93750018	2860	2160	1660
93750178	2880	2163	1665
93750338	2870	2150	1659
93750498	2863	2158	1655
93750658	2856	2153	1661
93750818	2860	2143	1669
93750978	2874	2146	1685
93751138	2851	2138	1651
93751298	2848	2153	1667
93751458	2854	2149	1671
93751618	2873	2152	1657
93751778	2871	2147	1673
93751938	2881	2145	1667
93752098	2867	2156	1663
93752258	2865	2142	1657
93752418	2874	2155	1654
93752578	2861	2147	1665
93752738	2865	2142	1662
93752898	2869	2144	1657
93753058	2865	2155	1657
93753218	2870	2153	1672
93753378	2866	2153	1660
93753538	2868	2150	1670
93753698	2863	2157	1678
93753858	2854	2147	1665
93754018	2878	2156	1656
93754178	2885	2162	1660
93754338	2863	2147	1658
93754498	2871	2144	1666
93754658	2861	2146	1668
93754818	2866	2156	1672
93754978	2860	2143	1664
93755138	2865	2152	1657
93755298	2868	2148	1663
93755458	2861	2144	1670
93755618	2871	2147	1658
93755778	2872	2148	1662
93755938	2860	2155	1661
93756098	2866	2155	1674
93756258	2860	2143	1672
93756418	2874	2160	1669
93756578	2866	2145	1672
93756738	2868	2141	1670
93756898	2846	2147	1665
93757058	2858	2154	1659
93757218	2861	2162	1662
93757378	2873	2151	1666
93757538	2869	2154	1664
93757698	2863	2148	1657
93757858	2866	2156	1668
93758018	2851	2154	1658
93758178	2860	2150	1667
93758338	2853	2154	1655
93758498	2856	2163	1636
93758658	2870	2146	1690
93758818	2864	2139	1677
93758978	2874	2156	1654
93759138	2858	2151	1662
93759298	2879	2152	1665
93759458	2858	2160	1656
93759618	2859	2155	1673
93759778	2862	2151	1664
93759938	2858	2151	1650
93760098	2873	2151	1662
93760258	2856	2147	1665
93760418	2870	2158	1657
93760578	2866	2151	1668
93760738	2869	2161	1665
93760898	2872	2159	1655
93761058	2871	2146	1662
93761218	2875	2143	1672
93761378	2867	2129	1661
93761538	2894	2166	1694
93761698	2864	2152	1637
93761858	2863	2153	1670
93762018	2865	2144	1664
93762178	2869	2152	1676
93762338	2871	2137	1674
93762498	2863	2151	1680
93762658	2869	2132	1663
93762818	2883	2151	1666
93762978	2857	2156	1658
93763138	2810	2137	1658
93763298	2911	2173	1724
93763458	2834	2145	1645
93763618	2900	2119	1665
93763778	2847	2155	1664
93763938	2770	2147	1643
93764098	2850	2119	1611
93764258	2821	2123	1711
93764418	2845	2173	1643
93764578	2860	2163	1639
93764738	2865	2147	1664
93764898	2853	2147	1654
93765058	2860	2155	1657
93765218	2851	2150	1649
93765378	2871	2145	1664
93765538	2862	2153	1666
93765698	2867	2157	1671
93765858	2859	2140	1665
93766018	2861	2152	1666
93766178	2857	2149	1662
93766338	2865	2146	1670
93766498	2859	2156	1644
93766658	2867	2144	1667
93766818	2868	2153	1656
93766978	2863	2153	1658
93767138	2867	2147	1668
93767298	2869	2158	1671
93767458	2866	2140	1658
93767618	2866	2152	1668
93767778	2870	2153	1647
93767938	2859	2139	1656
93768098	2874	2159	1645
93768258	2867	2163	1677
93768418	2864	2159	1672
93768578	2883	2355	1596
93768738	2855	2067	1668
93768898	2859	2089	1673
93769058	2856	2159	1652
93769218	2856	2189	1655
93769378	2864	2177	1673
93769538	2868	2120	1640
93769698	2873	2157	1658
93769858	2864	2169	1666
93770018	2855	2157	1663
93770178	2852	2144	1665
93770338	2857	2139	1666
93770498	2858	2149	1651
93770658	2869	2165	1660
93770818	2866	2144	1651
93770978	2873	2149	1665
93771138	2861	2165	1657
93771298	2877	2156	1665
93771458	2860	2138	1656
93771618	2874	2143	1644
93771778	2866	2137	1650
93771938	2868	2154	1653
93772098	2863	2165	1682
93772258	2855	2159	1675
93772418	2852	2152	1671
93772578	2856	2133	1667
93772738	2849	2144	1645
93772898	2857	2139	1643
93773058	2871	2135	1643
93773218	2870	2140	1657
93773378	2870	2141	1669
93773538	2867	2158	1666
93773698	2861	2155	1666
93773858	2856	2159	1664
93774018	2863	2155	1659
93774178	2867	2147	1660
93774338	2863	2156	1655
93774498	2857	2153	1661
93774658	2857	2156	1657
93774818	2867	2148	1674
93774978	2873	2155	1672
93775138	2854	2148	1652
93775298	2875	2144	1662
93775458	2862	2159	1669
93775618	2858	2163	1665
93775778	2857	2153	1660
93775938	2893	2148	1657
93776098	2886	2150	1656
93776258	2864	2158	1646
93776418	2877	2147	1666
93776578	2864	2155	1662
93776738	2861	2146	1660
93776898	2867	2148	1656
93777058	2872	2145	1655
93777218	2856	2154	1663
93777378	2859	2154	1659
93777538	2865	2144	1669
93777698	2870	2155	1661
93777858	2851	2156	1670
93778018	2865	2152	1680
93778178	2862	2146	1669
93778338	2867	2157	1666
93778498	2859	2160	1653
93778658	2864	2151	1665
93778818	2861	2161	1667
93778978	2871	2152	1664
93779138	2863	2151	1656
93779298	2870	2155	1655
93779458	2870	2137	1662
93779618	2875	2152	1665
93779778	2858	2141	1665
93779938	2857	2151	1677
93780098	2856	2152	1670
93780258	2861	2150	1654
93780418	2870	2154	1688
93780578	2872	2159	1662
93780738	2860	2156	1660
93780898	2856	2147	1666
93781058	2866	2161	1652
93781218	2873	2151	1667
93781378	2871	2155	1664
93781538	2862	2146	1652
93781698	2876	2144	1665
93781858	2875	2157	1659
93782018	2903	2152	1733
93782178	2847	2175	1683
93782338	2865	2151	1651
93782498	2867	2159	1651
93782658	2881	2135	1655
93782818	2867	2147	1658
93782978	2861	2165	1663
93783138	2892	2144	1607
93783298	2872	2147	1652
93783458	2864	2156	1657
93783618	2866	2160	1629
93783778	2869	2156	1659
93783938	2860	2155	1672
93784098	2872	2142	1666
93784258	2855	2160	1659
93784418	2879	2163	1663
93784578	2866	2154	1657
93784738	2874	2148	1670
93784898	2865	2150	1656
93785058	2867	2152	1665
93785218	2869	2144	1660
93785378	2865	2155	1669
93785538	2860	2162	1660
93785698	2866	2147	1665
93785858	2852	2160	1666
93786018	2866	2138	1661
93786178	2871	2159	1665
93786338	2865	2145	1660
93786498	2861	2143	1655
93786658	2858	2161	1656
93786818	2866	2137	1666
93786978	2879	2149	1678
93787138	2871	2157	1665
93787298	2861	2146	1675
93787458	2866	2144	1659
93787618	2863	2156	1664
93787778	2862	2146	1650
93787938	2864	2131	1646
93788098	2865	2155	1642
93788258	2860	2146	1675
93788418	2860	2159	1658
93788578	2866	2150	1668
93788738	2858	2140	1645
93788898	2861	2155	1654
93789058	2878	2165	1661
93789218	2876	2146	1672
93789378	2860	2156	1678
93789538	2865	2155	1674
93789698	2859	2142	1661
93789858	2865	2141	1660
93790018	2869	2151	1651
93790178	2879	2159	1657
93790338	2860	2157	1650
93790498	2869	2159	1652
93790658	2861	2144	1652
93790818	2865	2154	1658
93790978	2867	2162	1665
93791138	2864	2156	1672
93791298	2855	2150	1651
93791458	2875	2147	1665
93791618	2861	2170	1654
93791778	2862	2150	1658
93791938	2876	2152	1662
93792098	2858	2149	1654
93792258	2878	2152	1660
93792418	2863	2138	1664
93792578	2874	2156	1656
93792738	2867	2154	1661
93792898	2870	2154	1657
93793058	2864	2152	1667
93793218	2864	2149	1651
93793378	2857	2154	1660
93793538	2868	2160	1669
93793698	2863	2128	1670
93793858	2867	2145	1677
93794018	2875	2144	1661
93794178	2861	2156	1660
93794338	2872	2155	1653
93794498	2863	2149	1662
93794658	2861	2152	1665
93794818	2868	2138	1661
93794978	2865	2146	1664
93795138	2858	2153	1666
93795298	2868	2150	1664
93795458	2868	2159	1663
93795618	2870	2152	1644
93795778	2873	2167	1653
93795938	2862	2153	1657
93796098	2856	2142	1642
93796258	2862	2150	1665
93796418	2864	2148	1664
93796578	2863	2141	1658
93796738	2873	2138	1659
93796898	2868	2159	1656
93797058	2873	2147	1673
93797218	2864	2151	1650
93797378	2859	2153	1663
93797538	2859	2149	1662
93797698	2864	2158	1649
93797858	2878	2156	1657
93798018	2862	2161	1659
93798178	2866	2153	1661
93798338	2876	2134	1659
93798498	2872	2154	1662
93798658	2872	2145	1637
93798818	2867	2156	1667
93798978	2863	2159	1646
93799138	2870	2138	1662
93799298	2868	2148	1648
93799458	2864	2147	1655
93799618	2865	2160	1663
93799778	2862	2155	1659
93799938	2868	2155	1649
93800098	2875	2164	1660
93800258	2866	2152	1660
93800418	2867	2146	1658
93800578	2861	2152	1656
93800738	2863	2145	1680
93800898	2852	2149	1648
93801058	2869	2134	1652
93801218	2861	2148	1661
93801378	2868	2145	1667
93801538	2865	2149	1651
93801698	2860	2150	1669
93801858	2874	2155	1664
93802018	2866	2148	1649
93802178	2859	2151	1660
93802338	2871	2157	1661
93802498	2858	2167	1672
93802658	2842	2127	1684
93802818	2872	2154	1646
93802978	2869	2150	1662
93803138	2867	2171	1656
93803298	2862	2145	1663
93803458	2855	2148	1655
93803618	2850	2163	1671
93803778	2864	2146	1655
93803938	2870	2157	1655
93804098	2843	2150	1642
93804258	2849	2162	1654
93804418	2859	2140	1661
93804578	2869	2152	1651
93804738	2872	2154	1652
93804898	2873	2150	1647
93805058	2868	2156	1658
93805218	2868	2152	1655
93805378	2855	2156	1666
93805538	2864	2137	1657
93805698	2863	2143	1651
93805858	2868	2143	1657
93806018	2860	2146	1655
93806178	2863	2151	1661
93806338	2869	2147	1656
93806498	2863	2154	1659
93806658	2869	2151	1660
93806818	2865	2160	1664
93806978	2855	2137	1667
93807138	2865	2152	1650
93807298	2866	2145	1654
93807458	2879	2151	1668
93807618	2850	2153	1672
93807778	2870	2143	1652
93807938	2858	2143	1655
93808098	2874	2140	1668
93808258	2869	2145	1660
93808418	2869	2135	1663
93808578	2863	2147	1657
93808738	2863	2146	1661
93808898	2859	2158	1655
93809058	2862	2149	1659
93809218	2868	2145	1644
93809378	2874	2133	1663
93809538	2876	2146	1655
93809698	2859	2155	1664
93809858	2853	2152	1661
93810018	2861	2147	1649
93810178	2870	2166	1655
93810338	2865	2150	1662
93810498	2862	2149	1664
93810658	2862	2147	1650
93810818	2861	2165	1646
93810978	2875	2159	1671
93811138	2870	2153	1664
93811298	2872	2157	1656
93811458	2862	2158	1674
93811618	2863	2155	1673
93811778	2852	2142	1659
93811938	2858	2140	1659
93812098	2865	2150	1663
93812258	2877	2147	1653
93812418	2877	2152	1647
93812578	2868	2144	1649
93812738	2860	2152	1656
93812898	2880	2149	1664
93813058	2868	2155	1660
93813218	2872	2142	1663
93813378	2871	2156	1656
93813538	2862	2163	1662
93813698	2866	2153	1657
93813858	2871	2159	1676
93814018	2876	2144	1661
93814178	2879	2151	1663
93814338	2856	2142	1644
93814498	2861	2146	1662
93814658	2880	2152	1648
93814818	2875	2141	1655
93814978	2862	2158	1668
93815138	2863	2161	1666
93815298	2857	2146	1661
93815458	2861	2141	1662
93815618	2877	2149	1665
93815778	2875	2158	1667
93815938	2862	2149	1653
93816098	2869	2154	1648
93816258	2865	2140	1662
93816418	2856	2152	1644
93816578	2856	2144	1676
93816738	2870	2151	1666
93816898	2863	2157	1663
93817058	2871	2140	1652
93817218	2868	2147	1653
93817378	2869	2137	1667
93817538	2864	2144	1660
93817698	2871	2139	1651
93817858	2861	2143	1658
93818018	2883	2155	1656
93818178	2869	2138	1655
93818338	2876	2147	1665
93818498	2865	2151	1658
93818658	2868	2154	1665
93818818	2873	2150	1671
93818978	2869	2151	1658
93819138	2860	2167	1657
93819298	2870	2146	1670
93819458	2860	2146	1667
93819618	2860	2144	1671
93819778	2866	2148	1649
93819938	2870	2135	1660
93820098	2863	2159	1672
93820258	2861	2155	1654
93820418	2865	2153	1652
93820578	2874	2163	1657
93820738	2867	2142	1656
93820898	2866	2154	1659
93821058	2869	2150	1660
93821218	2877	2150	1657
93821378	2865	2150	1665
93821538	2859	2144	1664
93821698	2862	2143	1655
93821858	2866	2169	1665
93822018	2865	2153	1683
93822178	2868	2153	1664
93822338	2873	2146	1649
93822498	2860	2154	1663
93822658	2866	2152	1650
93822818	2877	2150	1659
93822978	2858	2156	1680
93823138	2869	2174	1639
93823298	2876	2149	1658
93823458	2868	2146	1670
93823618	2878	2165	1660
93823778	2844	2127	1654
93823938	2863	2132	1604
93824098	2837	2154	1637
93824258	2873	2152	1657
93824418	2865	2146	1671
93824578	2881	2160	1666
93824738	2852	2145	1664
93824898	2850	2148	1653
93825058	2862	2137	1654
93825218	2868	2139	1669
93825378	2868	2156	1674
93825538	2861	2145	1672
93825698	2858	2148	1655
93825858	2862	2148	1667
93826018	2866	2158	1666
93826178	2859	2146	1661
93826338	2877	2159	1656
93826498	2866	2152	1659
93826658	2879	2151	1674
93826818	2854	2147	1661
93826978	2866	2160	1661
93827138	2870	2144	1664
93827298	2847	2153	1659
93827458	2863	2151	1671
93827618	2866	2139	1665
93827778	2856	2145	1668
93827938	2869	2151	1676
93828098	2858	2150	1645
93828258	2873	2150	1653
93828418	2866	2146	1656
93828578	2868	2155	1648
93828738	2857	2157	1655
93828898	2865	2149	1664
93829058	2861	2148	1658
93829218	2867	2154	1668
93829378	2860	2142	1665
93829538	2856	2147	1651
93829698	2867	2140	1664
93829858	2865	2151	1665
93830018	2867	2167	1646
93830178	2867	2138	1662
93830338	2866	2147	1654
93830498	2865	2158	1653
93830658	2860	2157	1659
93830818	2868	2150	1643
93830978	2859	2152	1668
93831138	2863	2149	1670
93831298	2867	2155	1644
93831458	2862	2155	1659
93831618	2863	2153	1664
93831778	2862	2165	1671
93831938	2877	2156	1661
93832098	2872	2146	1659
93832258	2861	2153	1657
93832418	2874	2144	1643
93832578	2865	2146	1650
93832738	2877	2147	1654
93832898	2858	2152	1656
93833058	2878	2142	1661
93833218	2868	2159	1667
93833378	2866	2156	1670
93833538	2863	2144	1662
93833698	2860	2145	1656
