Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z
CAL	CAL	CAL	CAL	CAL	CAL	CAL
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	deg/sec	deg/sec	deg/sec
3537121,155	-5,347	-0,713	2,713	14,652	-34,432	-21,978
3537126,038	-5,386	-0,554	2,901	14,652	-34,432	-21,978
3537130,920	-6,109	-0,158	3,871	14,652	-34,432	-21,978
3537135,803	-6,653	-0,020	4,327	14,652	-34,432	-21,978
3537140,686	-6,822	-0,149	4,307	14,652	-34,432	-21,978
3537145,569	-6,851	-0,327	4,168	14,652	-34,432	-21,978
3537150,452	-6,822	-0,020	4,069	14,652	-34,432	-21,978
3537155,334	-6,901	0,188	3,644	14,652	-34,432	-21,978
3537160,217	-6,752	0,416	3,069	14,652	-34,432	-21,978
3537165,100	-6,584	0,446	2,752	14,652	-34,432	-21,978
3537169,983	-6,376	0,446	2,010	14,652	-34,432	-21,978
3537174,866	-6,416	0,475	2,257	14,652	-34,432	-21,978
3537179,749	-6,129	0,653	2,228	14,652	-34,432	-21,978
3537184,631	-6,020	1,000	2,772	14,652	-34,432	-21,978
3537189,514	-5,545	0,455	2,327	14,652	-34,432	-21,978
3537194,397	-10,901	6,931	2,356	14,652	-34,432	-21,978
3537199,280	-8,238	1,663	2,792	14,652	-34,432	-21,978
3537204,163	-6,317	1,198	1,931	14,652	-34,432	-21,978
3537209,045	-4,624	-0,079	1,426	14,652	-34,432	-21,978
3537213,928	-3,554	-0,208	1,257	14,652	-34,432	-21,978
3537218,811	-3,000	0,168	2,089	14,652	-34,432	-21,978
3537223,694	-0,881	-0,564	3,980	14,652	-34,432	-21,978
3537228,577	-1,188	1,218	2,554	14,652	-34,432	-21,978
3537233,459	-2,079	1,347	3,970	14,652	-34,432	-21,978
3537238,342	-2,703	1,248	4,931	14,652	-34,432	-21,978
3537243,225	-3,772	1,634	5,772	14,652	-34,432	-21,978
3537248,108	-4,337	1,901	6,040	14,652	-34,432	-21,978
3537252,991	-3,980	1,921	4,703	14,652	-34,432	-21,978
3537257,874	-3,644	1,436	3,653	14,652	-34,432	-21,978
3537262,756	-3,040	1,020	3,099	14,652	-34,432	-21,978
3537267,639	-2,545	0,772	2,406	14,652	-34,432	-21,978
3537272,522	-2,317	0,545	2,446	14,652	-34,432	-21,978
3537277,405	-2,307	0,851	2,594	14,652	-34,432	-21,978
3537282,288	-2,436	1,307	2,663	14,652	-34,432	-21,978
3537287,170	-2,267	0,832	2,822	14,652	-34,432	-21,978
3537292,053	-2,287	0,822	2,782	14,652	-34,432	-21,978
3537296,936	-2,446	1,426	2,851	14,652	-34,432	-21,978
3537301,819	-3,426	2,139	3,327	14,652	-34,432	-21,978
3537306,702	-3,881	2,158	3,812	14,652	-34,432	-21,978
3537311,584	-3,495	1,485	4,139	14,652	-34,432	-21,978
3537316,467	-3,168	1,327	4,119	14,652	-34,432	-21,978
3537321,350	-2,693	1,129	3,851	14,652	-34,432	-21,978
3537326,233	-2,713	1,188	3,812	14,652	-34,432	-21,978
3537331,116	-3,000	1,218	3,921	14,652	-34,432	-21,978
3537335,999	-3,356	1,188	3,990	14,652	-34,432	-21,978
3537340,881	-3,436	1,069	3,832	14,652	-34,432	-21,978
3537345,764	-2,832	0,743	3,703	14,652	-34,432	-21,978
3537350,647	-5,228	2,713	2,010	14,652	-34,432	-21,978
3537355,530	-6,673	0,277	4,188	14,652	-34,432	-21,978
3537360,413	-6,515	-0,356	3,792	14,652	-34,432	-21,978
3537365,295	-5,386	0,079	3,198	14,652	-34,432	-21,978
3537370,178	-4,079	0,069	3,426	14,652	-34,432	-21,978
3537375,061	-3,515	-0,109	3,871	14,652	-34,432	-21,978
3537379,944	-3,317	0,050	4,050	14,652	-34,432	-21,978
3537384,827	-3,406	0,040	4,188	14,652	-34,432	-21,978
3537389,709	-3,238	0,050	4,208	14,652	-34,432	-21,978
3537394,592	-3,337	0,366	3,891	14,652	-34,432	-21,978
3537399,475	-3,426	0,495	3,743	14,652	-34,432	-21,978
3537404,358	-3,267	0,287	3,772	14,652	-34,432	-21,978
3537409,241	-3,307	0,347	3,743	14,652	-34,432	-21,978
3537414,124	-3,327	0,851	3,683	14,652	-34,432	-21,978
3537419,006	-3,396	-0,020	3,782	14,652	-34,432	-21,978
3537423,889	-9,871	3,188	1,089	14,652	-34,432	-21,978
3537428,772	-3,188	-0,089	3,277	14,652	-34,432	-21,978
3537433,655	-3,446	-0,188	3,683	14,652	-34,432	-21,978
3537438,538	-3,515	0,188	3,545	14,652	-34,432	-21,978
3537443,420	-3,455	0,257	3,683	14,652	-34,432	-21,978
3537448,303	-3,515	0,168	3,624	14,652	-34,432	-21,978
3537453,186	-3,436	0,208	3,545	14,652	-34,432	-21,978
3537458,069	-3,386	0,149	3,604	14,652	-34,432	-21,978
3537462,952	-3,356	0,020	3,495	14,652	-34,432	-21,978
3537467,834	-3,208	-0,020	3,436	14,652	-34,432	-21,978
3537472,717	-3,129	-0,178	3,455	14,652	-34,432	-21,978
3537477,600	-2,980	-0,099	3,574	14,652	-34,432	-21,978
3537482,483	-3,079	-0,178	3,584	14,652	-34,432	-21,978
3537487,366	-3,119	0,000	3,782	14,652	-34,432	-21,978
3537492,249	-3,178	-0,099	3,941	14,652	-34,432	-21,978
3537497,131	-3,376	0,188	3,693	14,652	-34,432	-21,978
3537502,014	-3,485	0,158	3,634	14,652	-34,432	-21,978
3537506,897	-3,564	0,297	3,455	14,652	-34,432	-21,978
3537511,780	-3,584	0,218	3,406	14,652	-34,432	-21,978
3537516,663	-3,416	0,158	3,376	14,652	-34,432	-21,978
3537521,545	-3,297	-0,030	3,465	14,652	-34,432	-21,978
3537526,428	-3,277	-0,020	3,515	14,652	-34,432	-21,978
3537531,311	-3,475	-0,010	3,762	14,652	-34,432	-21,978
3537536,194	-3,465	0,050	3,871	14,652	-34,432	-21,978
3537541,077	-3,317	0,069	3,812	14,652	-34,432	-21,978
3537545,959	-3,267	-0,069	3,792	14,652	-34,432	-21,978
3537550,842	-3,228	-0,188	3,436	14,652	-34,432	-21,978
3537555,725	-3,257	-0,168	3,416	14,652	-34,432	-21,978
3537560,608	-3,248	-0,158	3,356	14,652	-34,432	-21,978
3537565,491	-3,347	-0,079	3,723	14,652	-34,432	-21,978
3537570,374	-3,178	0,000	3,762	14,652	-34,432	-21,978
3537575,256	-3,000	0,079	3,693	14,652	-34,432	-21,978
3537580,139	-3,059	0,010	3,535	14,652	-34,432	-21,978
3537585,022	-3,178	0,059	3,297	14,652	-34,432	-21,978
3537589,905	-3,307	-0,149	3,297	14,652	-34,432	-21,978
3537594,788	-3,228	-0,010	3,663	14,652	-34,432	-21,978
3537599,670	-3,396	0,010	3,970	14,652	-34,432	-21,978
3537604,553	-3,356	0,129	4,079	14,652	-34,432	-21,978
3537609,436	-3,337	0,168	4,347	14,652	-34,432	-21,978
3537614,319	-3,248	0,089	4,564	14,652	-34,432	-21,978
3537619,202	-3,455	0,139	4,525	14,652	-34,432	-21,978
3537624,084	-3,317	0,634	4,168	14,652	-34,432	-21,978
3537628,967	-3,376	0,485	3,990	14,652	-34,432	-21,978
3537633,850	-3,218	0,436	4,178	14,652	-34,432	-21,978
3537638,733	-3,337	0,574	4,446	14,652	-34,432	-21,978
3537643,616	-3,347	0,554	4,564	14,652	-34,432	-21,978
3537648,499	-3,317	0,624	4,465	14,652	-34,432	-21,978
3537653,381	-3,495	0,752	4,277	14,652	-34,432	-21,978
3537658,264	-3,446	0,743	4,317	14,652	-34,432	-21,978
3537663,147	-3,663	0,614	5,158	14,652	-34,432	-21,978
3537668,030	-3,337	0,792	4,624	14,652	-34,432	-21,978
3537672,913	-3,059	0,871	4,505	14,652	-34,432	-21,978
3537677,795	-2,970	1,020	4,337	14,652	-34,432	-21,978
3537682,678	-3,139	1,050	4,584	14,652	-34,432	-21,978
3537687,561	-3,079	0,921	5,000	14,652	-34,432	-21,978
3537692,444	-2,931	1,168	5,218	14,652	-34,432	-21,978
3537697,327	-2,911	0,663	5,446	14,652	-34,432	-21,978
3537702,209	-2,772	0,574	5,317	14,652	-34,432	-21,978
3537707,092	-2,713	0,644	5,386	14,652	-34,432	-21,978
3537711,975	-2,723	0,495	5,040	14,652	-34,432	-21,978
3537716,858	-2,752	0,733	4,782	14,652	-34,432	-21,978
3537721,741	-2,683	0,584	4,842	14,652	-34,432	-21,978
3537726,624	-2,634	0,733	4,703	14,652	-34,432	-21,978
3537731,506	-2,693	0,792	4,851	14,652	-34,432	-21,978
3537736,389	-3,050	0,941	4,535	14,652	-34,432	-21,978
3537741,272	-3,158	1,030	4,307	14,652	-34,432	-21,978
3537746,155	-3,277	1,683	3,941	14,652	-34,432	-21,978
3537751,038	-2,881	1,505	3,921	14,652	-34,432	-21,978
3537755,920	-2,950	1,396	3,475	14,652	-34,432	-21,978
3537760,803	-2,624	1,446	3,782	14,652	-34,432	-21,978
3537765,686	-2,792	1,327	3,287	14,652	-34,432	-21,978
3537770,569	-2,713	1,644	3,693	14,652	-34,432	-21,978
3537775,452	-2,762	1,574	3,822	14,652	-34,432	-21,978
3537780,334	-2,228	1,554	4,069	14,652	-34,432	-21,978
3537785,217	-2,149	1,327	3,990	14,652	-34,432	-21,978
3537790,100	-1,881	1,574	3,545	14,652	-34,432	-21,978
3537794,983	-1,584	1,396	3,356	14,652	-34,432	-21,978
3537799,866	-1,842	0,950	3,792	14,652	-34,432	-21,978
3537804,749	-2,050	0,584	4,406	14,652	-34,432	-21,978
3537809,631	-1,980	0,970	4,564	14,652	-34,432	-21,978
3537814,514	-2,020	1,178	4,545	14,652	-34,432	-21,978
3537819,397	-2,050	1,178	4,327	14,652	-34,432	-21,978
3537824,280	-2,238	0,822	3,634	14,652	-34,432	-21,978
3537829,163	-2,238	1,327	3,644	14,652	-34,432	-21,978
3537834,045	-1,871	1,436	3,624	14,652	-34,432	-21,978
3537838,928	-1,802	1,465	3,614	14,652	-34,432	-21,978
3537843,811	-1,455	1,752	3,465	14,652	-34,432	-21,978
3537848,694	-1,980	1,743	3,762	14,652	-34,432	-21,978
3537853,577	-1,683	2,188	3,980	14,652	-34,432	-21,978
3537858,459	-1,634	2,099	3,842	14,652	-34,432	-21,978
3537863,342	-1,347	2,129	3,950	14,652	-34,432	-21,978
3537868,225	-1,178	1,416	4,050	14,652	-34,432	-21,978
3537873,108	-1,584	1,307	3,802	14,652	-34,432	-21,978
3537877,991	-1,436	1,317	4,020	14,652	-34,432	-21,978
3537882,874	-1,297	1,802	4,030	14,652	-34,432	-21,978
3537887,756	-1,248	1,782	4,069	14,652	-34,432	-21,978
3537892,639	-1,248	1,713	4,079	14,652	-34,432	-21,978
3537897,522	-1,228	1,515	3,743	14,652	-34,432	-21,978
3537902,405	-1,386	1,218	3,990	14,652	-34,432	-21,978
3537907,288	-1,149	1,455	4,257	14,652	-34,432	-21,978
3537912,170	-1,188	1,663	4,297	14,652	-34,432	-21,978
3537917,053	-1,525	2,000	3,891	14,652	-34,432	-21,978
3537921,936	-1,158	1,960	3,812	14,652	-34,432	-21,978
3537926,819	-0,980	2,149	3,842	14,652	-34,432	-21,978
3537931,702	-0,911	2,554	4,287	14,652	-34,432	-21,978
3537936,584	-0,743	3,168	4,703	14,652	-34,432	-21,978
3537941,467	-0,485	3,020	4,871	14,652	-34,432	-21,978
3537946,350	-0,238	2,277	5,149	14,652	-34,432	-21,978
3537951,233	-0,713	2,436	5,059	14,652	-34,432	-21,978
3537956,116	-0,822	1,950	4,515	14,652	-34,432	-21,978
3537960,999	-0,663	2,218	4,040	14,652	-34,432	-21,978
3537965,881	-0,624	2,515	3,861	14,652	-34,432	-21,978
3537970,764	-0,683	2,743	3,970	14,652	-34,432	-21,978
3537975,647	-0,762	2,723	4,040	14,652	-34,432	-21,978
3537980,530	-0,574	2,861	4,050	14,652	-34,432	-21,978
3537985,413	-0,465	2,683	4,297	14,652	-34,432	-21,978
3537990,295	-0,881	2,762	4,287	14,652	-34,432	-21,978
3537995,178	-0,931	3,050	4,594	14,652	-34,432	-21,978
3538000,061	-1,129	2,950	4,960	14,652	-34,432	-21,978
3538004,944	-1,446	2,485	5,386	14,652	-34,432	-21,978
3538009,827	-1,782	2,109	5,802	14,652	-34,432	-21,978
3538014,709	-2,010	2,287	5,921	14,652	-34,432	-21,978
3538019,592	-2,218	2,554	5,941	14,652	-34,432	-21,978
3538024,475	-1,960	3,218	5,257	14,652	-34,432	-21,978
3538029,358	-1,257	3,129	4,990	14,652	-34,432	-21,978
3538034,241	-1,436	2,347	4,931	14,652	-34,432	-21,978
3538039,124	-1,634	1,792	4,366	14,652	-34,432	-21,978
3538044,006	-1,307	1,644	3,990	14,652	-34,432	-21,978
3538048,889	-1,396	1,406	3,584	14,652	-34,432	-21,978
3538053,772	-1,584	0,980	3,901	14,652	-34,432	-21,978
3538058,655	-1,554	1,485	4,050	14,652	-34,432	-21,978
3538063,538	-1,634	1,762	3,901	14,652	-34,432	-21,978
3538068,420	-1,772	2,109	3,614	14,652	-34,432	-21,978
3538073,303	-1,960	2,218	3,634	14,652	-34,432	-21,978
3538078,186	-2,089	2,317	3,376	14,652	-34,432	-21,978
3538083,069	-2,069	2,317	3,356	14,652	-34,432	-21,978
3538087,952	-2,119	2,139	3,356	14,652	-34,432	-21,978
3538092,834	-1,960	2,168	3,604	14,652	-34,432	-21,978
3538097,717	-2,149	2,178	3,931	14,652	-34,432	-21,978
3538102,600	-2,129	2,436	4,337	14,652	-34,432	-21,978
3538107,483	-2,089	2,297	4,446	14,652	-34,432	-21,978
3538112,366	-2,119	2,267	4,505	14,652	-34,432	-21,978
3538117,249	-2,129	2,475	4,386	14,652	-34,432	-21,978
3538122,131	-2,139	2,307	4,297	14,652	-34,432	-21,978
3538127,014	-2,178	2,386	4,149	14,652	-34,432	-21,978
3538131,897	-2,347	2,505	4,050	14,652	-34,432	-21,978
3538136,780	-2,129	2,416	4,089	14,652	-34,432	-21,978
3538141,663	-2,020	2,386	4,099	14,652	-34,432	-21,978
3538146,545	-2,000	2,554	4,089	14,652	-34,432	-21,978
3538151,428	-1,921	2,495	4,178	14,652	-34,432	-21,978
3538156,311	-2,000	2,416	4,238	14,652	-34,432	-21,978
3538161,194	-1,960	2,455	4,218	14,652	-34,432	-21,978
3538166,077	-2,089	2,782	4,416	14,652	-34,432	-21,978
3538170,959	-1,901	2,822	4,545	14,652	-34,432	-21,978
3538175,842	-1,960	2,772	4,099	14,652	-34,432	-21,978
3538180,725	-1,812	2,683	3,931	14,652	-34,432	-21,978
3538185,608	-1,782	2,545	4,030	14,652	-34,432	-21,978
3538190,491	-1,812	2,505	3,970	14,652	-34,432	-21,978
3538195,374	-1,762	2,545	3,990	14,652	-34,432	-21,978
3538200,256	-1,822	2,416	3,950	14,652	-34,432	-21,978
3538205,139	-1,653	2,495	4,030	14,652	-34,432	-21,978
3538210,022	-1,733	2,594	3,970	14,652	-34,432	-21,978
3538214,905	-1,683	2,792	3,891	14,652	-34,432	-21,978
3538219,788	-1,752	2,693	4,099	14,652	-34,432	-21,978
3538224,670	-1,743	2,832	4,297	14,652	-34,432	-21,978
3538229,553	-1,713	3,059	4,455	14,652	-34,432	-21,978
3538234,436	-1,861	3,129	4,564	14,652	-34,432	-21,978
3538239,319	-1,653	3,307	4,584	14,652	-34,432	-21,978
3538244,202	-1,079	3,673	4,347	14,652	-34,432	-21,978
3538249,084	-1,792	3,218	4,416	14,652	-34,432	-21,978
3538253,967	-2,356	3,119	4,624	14,652	-34,432	-21,978
3538258,850	-2,535	3,208	4,663	14,652	-34,432	-21,978
3538263,733	-2,050	3,109	4,604	14,652	-34,432	-21,978
3538268,616	-1,663	3,119	4,228	14,652	-34,432	-21,978
3538273,499	-1,802	3,089	4,020	14,652	-34,432	-21,978
3538278,381	-1,782	3,050	3,802	14,652	-34,432	-21,978
3538283,264	-1,752	3,129	3,416	14,652	-34,432	-21,978
3538288,147	-1,792	3,010	3,406	14,652	-34,432	-21,978
3538293,030	-1,604	3,277	3,337	14,652	-34,432	-21,978
3538297,913	-1,604	3,327	3,644	14,652	-34,432	-21,978
3538302,795	-1,871	3,337	3,495	14,652	-34,432	-21,978
3538307,678	-1,812	3,455	3,624	14,652	-34,432	-21,978
3538312,561	-1,723	3,307	3,574	14,652	-34,432	-21,978
3538317,444	-1,762	3,406	3,624	14,652	-34,432	-21,978
3538322,327	-1,792	3,366	3,782	14,652	-34,432	-21,978
3538327,209	-1,901	3,653	3,782	14,652	-34,432	-21,978
3538332,092	-1,743	3,624	3,673	14,652	-34,432	-21,978
3538336,975	-1,743	3,653	3,970	14,652	-34,432	-21,978
3538341,858	-1,436	3,703	3,970	14,652	-34,432	-21,978
3538346,741	-1,475	3,743	4,010	14,652	-34,432	-21,978
3538351,624	-1,812	3,653	4,099	14,652	-34,432	-21,978
3538356,506	-2,040	3,683	4,178	14,652	-34,432	-21,978
3538361,389	-2,149	3,584	4,119	14,652	-34,432	-21,978
3538366,272	-1,921	3,644	4,149	14,652	-34,432	-21,978
3538371,155	-1,842	3,594	3,812	14,652	-34,432	-21,978
3538376,038	-1,752	3,634	3,723	14,652	-34,432	-21,978
3538380,920	-1,653	3,762	3,594	14,652	-34,432	-21,978
3538385,803	-1,703	3,564	3,574	14,652	-34,432	-21,978
3538390,686	-1,653	3,554	3,634	14,652	-34,432	-21,978
3538395,569	-1,752	3,634	3,644	14,652	-34,432	-21,978
3538400,452	-1,822	3,604	3,416	14,652	-34,432	-21,978
3538405,334	-1,832	3,634	3,248	14,652	-34,432	-21,978
3538410,217	-1,554	3,762	3,624	14,652	-34,432	-21,978
3538415,100	-1,594	3,604	3,614	14,652	-34,432	-21,978
3538419,983	-1,792	3,752	3,475	14,652	-34,432	-21,978
3538424,866	-1,495	3,614	3,554	14,652	-34,432	-21,978
3538429,749	-1,604	3,614	3,307	14,652	-34,432	-21,978
3538434,631	-1,495	3,743	3,723	14,652	-34,432	-21,978
3538439,514	-1,594	3,871	3,693	14,652	-34,432	-21,978
3538444,397	-1,614	3,812	3,663	14,652	-34,432	-21,978
3538449,280	-1,663	3,921	3,713	14,652	-34,432	-21,978
3538454,163	-1,465	4,119	3,990	14,652	-34,432	-21,978
3538459,045	-1,525	4,059	3,861	14,652	-34,432	-21,978
3538463,928	-1,574	4,020	3,931	14,652	-34,432	-21,978
3538468,811	-1,673	4,069	3,812	14,652	-34,432	-21,978
3538473,694	-1,317	3,812	3,406	14,652	-34,432	-21,978
3538478,577	-1,554	3,832	3,564	14,652	-34,432	-21,978
3538483,459	-1,554	3,792	3,772	14,652	-34,432	-21,978
3538488,342	-1,554	4,198	3,693	14,652	-34,432	-21,978
3538493,225	-1,584	3,941	3,733	14,652	-34,432	-21,978
3538498,108	-1,426	3,960	3,644	14,652	-34,432	-21,978
3538502,991	-1,406	4,287	3,683	14,652	-34,432	-21,978
3538507,874	-1,634	4,000	3,713	14,652	-34,432	-21,978
3538512,756	-1,416	3,931	3,782	14,652	-34,432	-21,978
3538517,639	-1,475	4,059	3,485	14,652	-34,432	-21,978
3538522,522	-1,416	3,921	3,743	14,652	-34,432	-21,978
3538527,405	-1,515	4,109	3,545	14,652	-34,432	-21,978
3538532,288	-1,386	3,901	3,673	14,652	-34,432	-21,978
3538537,170	-1,426	3,941	3,693	14,652	-34,432	-21,978
3538542,053	-1,446	3,990	3,772	14,652	-34,432	-21,978
3538546,936	-1,475	4,020	3,604	14,652	-34,432	-21,978
3538551,819	-1,396	4,000	3,653	14,652	-34,432	-21,978
3538556,702	-1,465	4,129	3,653	14,652	-34,432	-21,978
3538561,584	-1,465	4,109	3,644	14,652	-34,432	-21,978
3538566,467	-1,436	4,030	3,792	14,652	-34,432	-21,978
3538571,350	-1,446	3,980	3,762	14,652	-34,432	-21,978
3538576,233	-1,327	3,921	3,554	14,652	-34,432	-21,978
3538581,116	-1,317	3,822	3,564	14,652	-34,432	-21,978
3538585,999	-1,446	3,921	3,515	14,652	-34,432	-21,978
3538590,881	-1,416	4,000	3,238	14,652	-34,432	-21,978
3538595,764	-1,446	3,723	3,376	14,652	-34,432	-21,978
3538600,647	-1,505	3,851	3,683	14,652	-34,432	-21,978
3538605,530	-1,465	3,990	3,842	14,652	-34,432	-21,978
3538610,413	-1,337	4,059	3,851	14,652	-34,432	-21,978
3538615,295	-1,495	3,950	3,871	14,652	-34,432	-21,978
3538620,178	-1,317	4,089	3,663	14,652	-34,432	-21,978
3538625,061	-1,257	3,901	3,495	14,652	-34,432	-21,978
3538629,944	-1,337	4,238	3,693	14,652	-34,432	-21,978
3538634,827	-1,446	4,158	4,050	14,652	-34,432	-21,978
3538639,709	-1,455	4,069	3,723	14,652	-34,432	-21,978
3538644,592	-1,248	3,861	3,634	14,652	-34,432	-21,978
3538649,475	-1,277	4,010	3,842	14,652	-34,432	-21,978
3538654,358	-1,386	3,960	3,921	14,652	-34,432	-21,978
3538659,241	-1,307	4,050	3,861	14,652	-34,432	-21,978
3538664,124	-1,366	3,960	3,525	14,652	-34,432	-21,978
3538669,006	-1,257	3,911	3,495	14,652	-34,432	-21,978
3538673,889	-1,267	3,802	3,406	14,652	-34,432	-21,978
3538678,772	-1,119	3,812	3,554	14,652	-34,432	-21,978
3538683,655	-1,238	3,703	3,683	14,652	-34,432	-21,978
3538688,538	-1,238	3,832	3,851	14,652	-34,432	-21,978
3538693,420	-1,178	3,960	3,842	14,652	-34,432	-21,978
3538698,303	-1,257	3,960	4,010	14,652	-34,432	-21,978
3538703,186	-1,218	3,851	3,337	14,652	-34,432	-21,978
3538708,069	-1,307	3,772	3,465	14,652	-34,432	-21,978
3538712,952	-1,248	3,941	3,614	14,652	-34,432	-21,978
3538717,834	-1,069	3,941	3,644	14,652	-34,432	-21,978
3538722,717	-1,267	3,921	3,554	14,652	-34,432	-21,978
3538727,600	-1,267	4,040	3,851	14,652	-34,432	-21,978
3538732,483	-1,257	3,990	3,911	14,652	-34,432	-21,978
3538737,366	-1,089	3,941	3,931	14,652	-34,432	-21,978
3538742,249	-1,257	3,832	3,812	14,652	-34,432	-21,978
3538747,131	-1,287	3,871	3,614	14,652	-34,432	-21,978
3538752,014	-1,188	3,574	3,446	14,652	-34,432	-21,978
3538756,897	-1,218	3,713	3,257	14,652	-34,432	-21,978
3538761,780	-0,980	3,772	3,436	14,652	-34,432	-21,978
3538766,663	-1,089	3,832	3,584	14,652	-34,432	-21,978
3538771,545	-1,010	3,812	3,911	14,652	-34,432	-21,978
3538776,428	-1,050	3,832	3,881	14,652	-34,432	-21,978
3538781,311	-1,040	3,960	3,881	14,652	-34,432	-21,978
3538786,194	-1,099	3,762	3,970	14,652	-34,432	-21,978
3538791,077	-1,030	3,851	3,822	14,652	-34,432	-21,978
3538795,959	-0,990	3,990	3,713	14,652	-34,432	-21,978
3538800,842	-1,050	3,980	3,832	14,652	-34,432	-21,978
3538805,725	-0,970	3,812	3,772	14,652	-34,432	-21,978
3538810,608	-1,040	3,832	3,663	14,652	-34,432	-21,978
3538815,491	-0,812	3,772	3,733	14,652	-34,432	-21,978
3538820,374	-0,950	3,762	3,713	14,652	-34,432	-21,978
3538825,256	-0,881	3,931	3,861	14,652	-34,432	-21,978
3538830,139	-1,228	3,782	4,040	14,652	-34,432	-21,978
3538835,022	-0,901	3,792	3,921	14,652	-34,432	-21,978
3538839,905	-1,129	3,762	3,812	14,652	-34,432	-21,978
3538844,788	-1,149	3,861	3,683	14,652	-34,432	-21,978
3538849,670	-1,069	3,901	3,644	14,652	-34,432	-21,978
3538854,553	-1,069	3,861	3,693	14,652	-34,432	-21,978
3538859,436	-0,891	3,663	3,604	14,652	-34,432	-21,978
3538864,319	-1,109	3,871	3,515	14,652	-34,432	-21,978
3538869,202	-0,950	3,802	3,792	14,652	-34,432	-21,978
3538874,084	-0,970	3,802	3,564	14,652	-34,432	-21,978
3538878,967	-1,069	3,851	3,614	14,652	-34,432	-21,978
3538883,850	-0,980	3,851	3,772	14,652	-34,432	-21,978
3538888,733	-1,079	3,941	3,842	14,652	-34,432	-21,978
3538893,616	-0,901	3,911	3,911	14,652	-34,432	-21,978
3538898,499	-0,881	3,752	3,970	14,652	-34,432	-21,978
3538903,381	-0,990	3,871	3,921	14,652	-34,432	-21,978
3538908,264	-1,000	4,010	3,772	14,652	-34,432	-21,978
3538913,147	-1,050	3,871	3,802	14,652	-34,432	-21,978
3538918,030	-0,851	3,762	3,861	14,652	-34,432	-21,978
3538922,913	-0,921	3,762	3,960	14,652	-34,432	-21,978
3538927,795	-0,921	3,881	3,693	14,652	-34,432	-21,978
3538932,678	-0,911	3,980	3,752	14,652	-34,432	-21,978
3538937,561	-0,881	3,871	3,495	14,652	-34,432	-21,978
3538942,444	-1,119	3,851	3,733	14,652	-34,432	-21,978
3538947,327	-1,000	3,881	3,752	14,652	-34,432	-21,978
3538952,209	-0,980	3,782	3,762	14,652	-34,432	-21,978
3538957,092	-1,079	3,881	3,733	14,652	-34,432	-21,978
3538961,975	-1,089	3,950	3,743	14,652	-34,432	-21,978
3538966,858	-1,000	3,851	3,673	14,652	-34,432	-21,978
3538971,741	-1,030	3,970	3,713	14,652	-34,432	-21,978
3538976,624	-1,030	3,772	3,802	14,652	-34,432	-21,978
3538981,506	-0,881	3,881	3,772	14,652	-34,432	-21,978
3538986,389	-1,059	3,960	3,911	14,652	-34,432	-21,978
3538991,272	-1,109	3,950	3,851	14,652	-34,432	-21,978
3538996,155	-1,010	4,010	3,901	14,652	-34,432	-21,978
3539001,038	-1,010	3,970	3,901	14,652	-34,432	-21,978
3539005,920	-0,822	4,089	3,990	14,652	-34,432	-21,978
3539010,803	-0,881	3,911	3,891	14,652	-34,432	-21,978
3539015,686	-0,970	3,990	3,891	14,652	-34,432	-21,978
3539020,569	-0,891	3,941	3,941	14,652	-34,432	-21,978
3539025,452	-1,079	3,921	3,782	14,652	-34,432	-21,978
3539030,334	-0,990	3,970	3,901	14,652	-34,432	-21,978
3539035,217	-0,911	3,891	3,554	14,652	-34,432	-21,978
3539040,100	-1,109	3,941	3,842	14,652	-34,432	-21,978
3539044,983	-0,950	3,931	3,545	14,652	-34,432	-21,978
3539049,866	-0,931	3,861	3,703	14,652	-34,432	-21,978
3539054,749	-0,931	3,960	3,614	14,652	-34,432	-21,978
3539059,631	-0,950	3,802	3,683	14,652	-34,432	-21,978
3539064,514	-1,050	4,030	3,802	14,652	-34,432	-21,978
3539069,397	-0,980	4,099	3,584	14,652	-34,432	-21,978
3539074,280	-0,901	4,030	3,574	14,652	-34,432	-21,978
3539079,163	-1,020	3,960	3,861	14,652	-34,432	-21,978
3539084,045	-0,950	3,901	3,772	14,652	-34,432	-21,978
3539088,928	-0,960	3,970	3,703	14,652	-34,432	-21,978
3539093,811	-1,089	3,891	3,733	14,652	-34,432	-21,978
3539098,694	-1,059	4,050	3,762	14,652	-34,432	-21,978
3539103,577	-1,000	3,881	4,010	14,652	-34,432	-21,978
3539108,459	-0,871	3,911	3,812	14,652	-34,432	-21,978
3539113,342	-1,059	3,802	3,535	14,652	-34,432	-21,978
3539118,225	-1,050	3,822	3,743	14,652	-34,432	-21,978
3539123,108	-1,089	3,941	3,733	14,652	-34,432	-21,978
3539127,991	-0,980	3,871	3,871	14,652	-34,432	-21,978
3539132,874	-1,059	3,980	3,970	14,652	-34,432	-21,978
3539137,756	-1,059	3,881	3,822	14,652	-34,432	-21,978
3539142,639	-1,040	4,059	3,941	14,652	-34,432	-21,978
3539147,522	-0,990	3,931	3,782	14,652	-34,432	-21,978
3539152,405	-0,960	3,851	3,782	14,652	-34,432	-21,978
